Time, PoorSignal, Attention, Meditation
14:35:59, 0, 11, 50
14:36:00, 0, 13, 43
14:36:01, 0, 23, 40
14:36:02, 0, 14, 48
14:36:03, 0, 26, 69
14:36:04, 0, 17, 67
14:36:05, 0, 7, 44
14:36:06, 0, 17, 50
14:36:07, 0, 16, 37
14:36:08, 0, 34, 35
14:36:09, 26, 34, 35
14:36:10, 0, 29, 43
14:36:11, 0, 27, 47
14:36:12, 0, 24, 60
14:36:13, 0, 3, 75
14:36:14, 0, 3, 80
14:36:15, 0, 23, 66
14:36:16, 0, 40, 70
14:36:17, 0, 44, 69
14:36:18, 0, 66, 87
14:36:19, 0, 61, 93
14:36:20, 0, 44, 100
14:36:21, 0, 61, 90
14:36:22, 0, 57, 87
14:36:23, 0, 40, 77
14:36:24, 0, 43, 64
14:36:25, 0, 29, 87
14:36:26, 0, 16, 70
14:36:27, 0, 7, 63
14:36:28, 0, 1, 48
