Time, PoorSignal, Attention, Meditation
12:31:02, 0, 38, 41
12:31:03, 0, 29, 50
12:31:04, 0, 24, 50
12:31:05, 0, 48, 51
12:31:06, 0, 34, 50
12:31:07, 0, 38, 50
12:31:08, 0, 35, 37
12:31:09, 0, 23, 56
12:31:10, 0, 27, 61
12:31:11, 0, 29, 57
12:31:12, 0, 34, 63
12:31:13, 0, 47, 64
12:31:14, 0, 43, 63
12:31:15, 0, 47, 66
12:31:16, 0, 35, 74
12:31:17, 0, 30, 51
12:31:18, 0, 29, 34
12:31:19, 0, 26, 34
12:31:20, 0, 27, 24
12:31:21, 0, 29, 26
12:31:22, 0, 34, 47
12:31:23, 0, 26, 47
12:31:24, 0, 37, 56
12:31:25, 0, 41, 66
12:31:26, 0, 38, 60
12:31:27, 0, 38, 41
12:31:28, 0, 30, 27
12:31:29, 0, 34, 30
12:31:30, 0, 43, 23
12:31:31, 0, 41, 48
12:31:32, 0, 47, 56
