Time, PoorSignal, Attention, Meditation
20:40:23, 0, 20, 100
20:40:24, 0, 13, 100
20:40:25, 0, 37, 100
20:40:26, 0, 43, 100
20:40:27, 0, 47, 100
20:40:28, 0, 66, 78
20:40:29, 0, 41, 87
20:40:30, 0, 48, 78
20:40:31, 0, 44, 80
20:40:32, 0, 38, 84
20:40:33, 0, 41, 87
20:40:34, 0, 47, 78
20:40:35, 0, 53, 78
20:40:36, 0, 47, 83
20:40:37, 0, 47, 93
20:40:38, 0, 40, 100
20:40:39, 0, 40, 96
20:40:40, 0, 47, 94
20:40:41, 0, 48, 96
20:40:42, 0, 40, 74
20:40:43, 0, 23, 75
20:40:44, 0, 11, 80
20:40:45, 0, 14, 75
20:40:46, 0, 20, 91
20:40:47, 0, 26, 96
20:40:48, 0, 23, 100
20:40:49, 0, 20, 100
20:40:50, 0, 14, 100
20:40:51, 0, 16, 100
20:40:52, 0, 34, 100
