Time, PoorSignal, Attention, Meditation
19:49:32, 0, 47, 37
19:49:33, 0, 56, 47
19:49:34, 0, 53, 43
19:49:35, 0, 67, 38
19:49:36, 0, 64, 38
19:49:37, 0, 63, 54
19:49:38, 0, 69, 61
19:49:39, 0, 48, 81
19:49:40, 0, 53, 90
19:49:41, 0, 54, 81
19:49:42, 0, 51, 74
19:49:43, 0, 64, 47
19:49:44, 0, 56, 35
19:49:45, 0, 51, 34
19:49:46, 0, 50, 37
19:49:47, 0, 51, 51
19:49:48, 0, 51, 56
19:49:49, 0, 51, 40
19:49:50, 0, 61, 38
19:49:51, 0, 60, 48
19:49:52, 0, 74, 43
19:49:53, 0, 67, 56
19:49:54, 0, 50, 60
19:49:55, 0, 41, 60
19:49:56, 0, 23, 56
19:49:57, 0, 26, 63
19:49:58, 0, 34, 74
19:49:59, 0, 27, 56
19:50:00, 0, 30, 75
19:50:01, 0, 30, 78
