Time, PoorSignal, Attention, Meditation
20:40:06, 0, 48, 69
20:40:07, 0, 35, 81
20:40:08, 0, 29, 83
20:40:09, 0, 43, 80
20:40:10, 0, 40, 88
20:40:11, 0, 43, 84
20:40:12, 0, 41, 88
20:40:13, 0, 38, 83
20:40:14, 0, 30, 84
20:40:15, 0, 27, 90
20:40:16, 0, 23, 87
20:40:17, 0, 4, 93
20:40:18, 0, 1, 93
20:40:19, 0, 7, 87
20:40:20, 0, 10, 91
20:40:21, 0, 26, 88
20:40:22, 0, 21, 91
20:40:23, 0, 16, 96
20:40:24, 0, 13, 96
20:40:25, 0, 11, 93
20:40:26, 0, 21, 80
20:40:27, 0, 30, 64
20:40:28, 0, 37, 67
20:40:29, 0, 40, 69
20:40:30, 0, 27, 70
20:40:31, 0, 23, 83
20:40:32, 0, 23, 75
20:40:33, 0, 24, 75
20:40:34, 0, 23, 87
20:40:35, 0, 40, 80
