Time, Value
18:38:25, 57.2
18:38:25, 99.6
18:38:25, 72.6
18:38:25, 12.5
18:38:25, -16.2
18:38:25, 4.48
18:38:25, 36.8
18:38:25, 43.4
18:38:25, 25.7
18:38:25, 5.35
18:38:25, -6.1
18:38:25, -11.6
18:38:25, -19.2
18:38:25, -29.5
18:38:25, -29.6
18:38:25, -10.8
18:38:25, 8.66
18:38:25, 4.76
18:38:25, -9.41
18:38:25, 4.51
18:38:25, 50.3
18:38:25, 85.6
18:38:25, 77.6
18:38:25, 40.4
18:38:25, 10.1
18:38:25, 2.23
18:38:25, 3.65
18:38:25, -2.95
18:38:25, -18.6
18:38:25, -36.4
18:38:25, -53.7
18:38:25, -65.8
18:38:25, -61.2
18:38:25, -36.4
18:38:25, -6.39
18:38:25, 13.8
18:38:25, 27
18:38:25, 40.1
18:38:25, 43.2
18:38:25, 20.1
18:38:25, -22.9
18:38:25, -56.2
18:38:25, -59.7
18:38:25, -43.3
18:38:25, -28.1
18:38:25, -24.2
18:38:25, -32.3
18:38:25, -43.7
18:38:25, -36.3
18:38:25, 2.7
18:38:25, 49.2
18:38:25, 63.7
18:38:25, 43.6
18:38:25, 23.4
18:38:25, 19.3
18:38:25, 10.9
18:38:25, -13.9
18:38:25, -32.7
18:38:25, -26.7
18:38:25, -9.21
18:38:25, 1.83
18:38:25, 10.5
18:38:25, 25.3
18:38:25, 40.2
18:38:25, 45.1
18:38:25, 24.8
18:38:25, -10.1
18:38:25, -36.7
18:38:25, -36.9
18:38:25, -18.7
18:38:25, -5.12
18:38:25, -4.35
18:38:25, -4.99
18:38:25, 2.34
18:38:25, 11.5
18:38:25, 14.1
18:38:25, 14.7
18:38:25, 24.9
18:38:25, 43.6
18:38:25, 50.3
18:38:25, 24.4
18:38:25, -25.9
18:38:25, -59.9
18:38:25, -41.6
18:38:25, 23.3
18:38:25, 93.2
18:38:25, 127
18:38:25, 115
18:38:25, 82.2
18:38:25, 58.4
18:38:25, 47.3
18:38:25, 34
18:38:25, 19
18:38:25, 14.2
18:38:25, 11
18:38:25, -11.2
18:38:25, -44.1
18:38:25, -56.6
18:38:25, -44
18:38:25, -36.2
18:38:25, -50.8
18:38:25, -63.9
18:38:25, -42.1
18:38:25, 12.8
18:38:25, 66.9
18:38:25, 90.3
18:38:25, 78.4
18:38:25, 45.6
18:38:25, 11
18:38:25, -11.4
18:38:25, -13.4
18:38:25, 9.48
18:38:25, 47.5
18:38:25, 72.2
18:38:25, 60.6
18:38:25, 21.1
18:38:25, -18
18:38:25, -39.6
18:38:25, -43.4
18:38:25, -31.6
18:38:25, -7.77
18:38:25, 12.8
18:38:25, 11.7
18:38:25, -11.5
18:38:25, -35.9
18:38:25, -40.6
18:38:25, -28.9
18:38:25, -25.9
18:38:25, -39.2
18:38:25, -51.2
18:38:25, -21.1
18:38:25, 38
18:38:25, 72.1
18:38:25, 53.9
18:38:25, 8.91
18:38:25, -28.2
18:38:25, -41.7
18:38:25, -19.8
18:38:25, 37.9
18:38:25, 88.9
18:38:25, 75.2
18:38:25, 2.79
18:38:25, -50.5
18:38:25, -29.4
18:38:25, 32
18:38:25, 61.3
18:38:25, 33.1
18:38:25, -20
18:38:25, -55.4
18:38:25, -56.2
18:38:25, -33.3
18:38:25, -15
18:38:25, -21
18:38:25, -40.4
18:38:25, -49
18:38:25, -44.2
18:38:25, -44.3
18:38:25, -61.5
18:38:25, -91.6
18:38:25, -121
18:38:25, -135
18:38:25, -125
