Time, PoorSignal, Attention, Meditation
20:40:58, 0, 34, 100
20:40:59, 0, 20, 100
20:41:00, 0, 20, 100
20:41:01, 0, 24, 100
20:41:02, 0, 26, 100
20:41:03, 0, 24, 100
20:41:04, 0, 17, 100
20:41:05, 0, 17, 100
20:41:06, 0, 20, 97
20:41:07, 0, 21, 84
20:41:08, 0, 17, 80
20:41:09, 0, 26, 78
20:41:10, 0, 23, 84
20:41:11, 0, 41, 74
20:41:12, 0, 51, 74
20:41:13, 0, 54, 67
20:41:14, 0, 50, 78
20:41:15, 0, 40, 93
20:41:16, 0, 23, 100
20:41:17, 0, 7, 97
20:41:18, 0, 21, 88
20:41:19, 0, 21, 88
20:41:20, 0, 38, 75
20:41:21, 0, 51, 84
20:41:22, 0, 47, 87
20:41:23, 0, 50, 63
20:41:24, 0, 29, 41
20:41:25, 0, 34, 35
20:41:26, 0, 30, 21
20:41:27, 0, 27, 47
