Time, PoorSignal, Attention, Meditation
16:55:33, 0, 21, 83
16:55:34, 0, 35, 83
16:55:35, 0, 41, 81
16:55:36, 0, 40, 90
16:55:37, 0, 27, 88
16:55:38, 0, 14, 88
16:55:39, 0, 4, 87
16:55:40, 0, 20, 57
16:55:41, 0, 14, 67
16:55:42, 0, 38, 56
16:55:43, 0, 51, 54
16:55:44, 0, 47, 75
16:55:45, 0, 51, 66
16:55:46, 0, 44, 63
16:55:47, 0, 38, 53
16:55:48, 0, 47, 37
16:55:49, 0, 50, 30
16:55:50, 0, 51, 30
16:55:51, 0, 44, 37
16:55:52, 0, 30, 47
16:55:53, 0, 35, 50
16:55:54, 0, 37, 54
16:55:55, 0, 34, 50
16:55:56, 0, 38, 44
16:55:57, 0, 35, 44
16:55:58, 0, 24, 34
16:55:59, 0, 37, 41
16:56:00, 0, 34, 38
16:56:01, 0, 34, 48
16:56:02, 0, 16, 57
