Time, PoorSignal, Attention, Meditation
20:47:13, 0, 30, 26
20:47:14, 0, 16, 34
20:47:15, 0, 26, 37
20:47:16, 0, 38, 44
20:47:17, 0, 40, 51
20:47:18, 0, 51, 38
20:47:19, 0, 48, 34
20:47:20, 0, 43, 41
20:47:21, 0, 40, 38
20:47:22, 0, 38, 47
20:47:23, 0, 41, 44
20:47:24, 0, 37, 34
20:47:25, 0, 38, 40
20:47:26, 0, 47, 44
20:47:27, 0, 43, 50
20:47:28, 0, 40, 53
20:47:29, 0, 38, 50
20:47:30, 0, 35, 38
20:47:31, 0, 27, 41
20:47:32, 0, 27, 40
20:47:33, 0, 20, 29
20:47:34, 0, 14, 37
20:47:35, 0, 7, 29
20:47:36, 0, 13, 37
20:47:37, 0, 16, 48
20:47:38, 0, 17, 48
20:47:39, 0, 35, 44
20:47:40, 0, 41, 40
20:47:41, 0, 41, 38
20:47:42, 0, 48, 37
