Time, PoorSignal, Attention, Meditation
21:37:40, 0, 54, 63
21:37:41, 0, 56, 44
21:37:42, 0, 44, 50
21:37:43, 0, 37, 48
21:37:44, 0, 48, 54
21:37:45, 0, 44, 69
21:37:46, 0, 47, 63
21:37:47, 0, 40, 56
21:37:48, 0, 30, 43
21:37:49, 0, 34, 48
21:37:50, 0, 26, 43
21:37:51, 0, 30, 54
21:37:52, 0, 40, 48
21:37:53, 0, 41, 47
21:37:54, 0, 43, 48
21:37:55, 0, 44, 35
21:37:56, 0, 43, 40
21:37:57, 0, 44, 44
21:37:58, 0, 60, 54
21:37:59, 0, 61, 60
21:38:00, 0, 56, 77
21:38:01, 0, 47, 57
21:38:02, 0, 30, 53
21:38:03, 0, 20, 53
21:38:04, 0, 21, 48
21:38:05, 0, 41, 63
21:38:06, 0, 54, 66
21:38:07, 0, 70, 64
21:38:08, 0, 74, 78
21:38:09, 0, 54, 60
