Time, PoorSignal, Attention, Meditation
15:17:37, 0, 30, 57
15:17:38, 0, 30, 56
15:17:39, 0, 37, 53
15:17:40, 0, 41, 54
15:17:41, 0, 43, 51
15:17:42, 0, 54, 44
15:17:43, 0, 54, 44
15:17:44, 0, 60, 43
15:17:45, 0, 75, 48
15:17:46, 0, 66, 56
15:17:47, 0, 75, 53
15:17:48, 0, 60, 44
15:17:49, 0, 38, 40
15:17:50, 0, 20, 29
15:17:51, 0, 10, 30
15:17:52, 0, 11, 24
15:17:53, 0, 13, 23
15:17:54, 0, 21, 16
15:17:55, 0, 34, 17
15:17:56, 0, 37, 23
15:17:57, 0, 27, 40
15:17:58, 0, 41, 63
15:17:59, 0, 37, 67
15:18:00, 0, 29, 87
15:18:01, 0, 47, 77
15:18:02, 0, 40, 57
15:18:03, 0, 38, 56
15:18:04, 0, 48, 44
15:18:05, 0, 47, 47
15:18:06, 0, 37, 60
