Time, PoorSignal, Attention, Meditation
17:01:21, 0, 14, 77
17:01:22, 0, 10, 61
17:01:23, 0, 1, 50
17:01:24, 0, 1, 54
17:01:25, 0, 1, 67
17:01:26, 0, 1, 90
17:01:27, 0, 1, 100
17:01:28, 0, 1, 100
17:01:29, 0, 1, 100
17:01:30, 0, 4, 100
17:01:31, 0, 17, 100
17:01:32, 0, 16, 100
17:01:33, 0, 29, 97
17:01:34, 0, 34, 93
17:01:35, 0, 38, 84
17:01:35, 0, 40, 61
17:01:36, 0, 29, 53
17:01:37, 0, 27, 56
17:01:38, 0, 27, 67
17:01:39, 0, 14, 81
17:01:40, 0, 13, 91
17:01:41, 0, 13, 96
17:01:42, 0, 13, 70
17:01:43, 0, 27, 70
17:01:44, 0, 27, 69
17:01:45, 0, 23, 67
17:01:46, 0, 26, 88
17:01:47, 0, 30, 70
17:01:48, 0, 40, 67
17:01:49, 0, 54, 60
17:01:50, 0, 56, 54
