Time, PoorSignal, Attention, Meditation
19:20:30, 0, 63, 48
19:20:31, 0, 56, 38
19:20:32, 0, 66, 51
19:20:33, 0, 53, 37
19:20:34, 0, 56, 30
19:20:35, 0, 60, 43
19:20:36, 0, 63, 38
19:20:37, 0, 69, 60
19:20:38, 0, 67, 64
19:20:39, 0, 66, 63
19:20:40, 0, 64, 78
19:20:40, 0, 51, 80
19:20:41, 0, 51, 69
19:20:43, 0, 48, 74
19:20:43, 0, 34, 50
19:20:44, 0, 54, 47
19:20:45, 0, 54, 54
19:20:46, 0, 70, 54
19:20:47, 0, 80, 74
19:20:48, 0, 66, 77
19:20:49, 0, 67, 63
19:20:50, 0, 54, 67
19:20:51, 0, 61, 66
19:20:52, 0, 60, 38
19:20:53, 0, 67, 40
19:20:54, 0, 77, 44
19:20:55, 0, 88, 41
19:20:56, 0, 94, 69
19:20:57, 0, 80, 83
19:20:58, 0, 77, 67
