Time, PoorSignal, Attention, Meditation
19:36:51, 0, 63, 47
19:36:52, 0, 74, 64
19:36:53, 0, 81, 77
19:36:54, 0, 75, 83
19:36:55, 0, 67, 74
19:36:56, 0, 81, 56
19:36:57, 0, 81, 41
19:36:58, 0, 87, 29
19:36:59, 0, 83, 37
19:37:00, 0, 70, 47
19:37:01, 0, 67, 57
19:37:02, 0, 61, 48
19:37:03, 0, 64, 51
19:37:04, 0, 61, 57
19:37:05, 0, 74, 48
19:37:06, 0, 81, 64
19:37:07, 0, 80, 63
19:37:08, 0, 84, 57
19:37:09, 0, 74, 78
19:37:10, 0, 74, 80
19:37:11, 0, 81, 77
19:37:12, 0, 78, 80
19:37:13, 0, 91, 64
19:37:14, 0, 94, 60
19:37:15, 0, 100, 50
19:37:16, 0, 100, 37
19:37:17, 0, 100, 43
19:37:18, 0, 87, 38
19:37:19, 0, 83, 48
19:37:19, 0, 75, 53
