Time, PoorSignal, Attention, Meditation
13:30:26, 0, 51, 74
13:30:27, 0, 64, 70
13:30:28, 0, 61, 61
13:30:29, 0, 48, 63
13:30:30, 0, 54, 63
13:30:31, 0, 61, 69
13:30:32, 0, 57, 60
13:30:33, 0, 60, 60
13:30:34, 0, 61, 54
13:30:35, 0, 64, 47
13:30:36, 0, 66, 66
13:30:37, 0, 61, 70
13:30:38, 0, 53, 94
13:30:39, 0, 43, 91
13:30:40, 0, 41, 64
13:30:41, 0, 53, 57
13:30:42, 0, 54, 47
13:30:43, 0, 43, 35
13:30:44, 0, 51, 40
13:30:45, 0, 43, 43
13:30:46, 0, 50, 38
13:30:47, 0, 61, 44
13:30:48, 0, 47, 54
13:30:49, 0, 40, 60
13:30:50, 0, 40, 60
13:30:51, 0, 40, 54
13:30:52, 0, 54, 51
13:30:53, 0, 63, 50
13:30:54, 0, 60, 44
13:30:55, 0, 61, 51
13:30:56, 0, 57, 60
13:30:57, 0, 54, 57
13:30:58, 0, 53, 64
13:30:59, 0, 43, 67
