Time, Value
18:14:39, 92.4
18:14:39, -11.9
18:14:39, -64.9
18:14:39, 2.5
18:14:39, 109
18:14:39, 136
18:14:39, 75.9
18:14:39, 27
18:14:39, 54
18:14:39, 106
18:14:39, 87.6
18:14:39, -6.19
18:14:39, -71.6
18:14:39, -29.9
18:14:39, 71.6
18:14:39, 121
18:14:39, 75.2
18:14:39, 3.06
18:14:39, 0.361
18:14:39, 71.6
18:14:39, 117
18:14:39, 62.6
18:14:39, -32.6
18:14:39, -46.6
18:14:39, 39.2
18:14:39, 115
18:14:39, 94.4
18:14:39, 22.3
18:14:39, 2.59
18:14:39, 52
18:14:39, 81.3
18:14:39, 23.4
18:14:39, -65.9
18:14:39, -75.3
18:14:39, 15.5
18:14:39, 108
18:14:39, 109
18:14:39, 34.6
18:14:39, -17
18:14:39, 12.5
18:14:39, 71.6
18:14:39, 66.5
18:14:39, -9.04
18:14:39, -57.7
18:14:39, -9.09
18:14:39, 81.6
18:14:39, 106
18:14:39, 42.7
18:14:39, -19.9
18:14:39, -0.845
18:14:39, 71.1
18:14:39, 91.4
18:14:39, 14.1
18:14:39, -78.4
18:14:39, -71.7
18:14:39, 29.4
18:14:39, 101
18:14:39, 59.8
18:14:39, -30.5
18:14:39, -54.9
18:14:39, 3.64
18:14:39, 52.2
18:14:39, 18.7
18:14:39, -51.3
18:14:39, -66.7
18:14:39, 11.5
18:14:39, 87.4
18:14:39, 82.1
18:14:39, 18.7
18:14:39, -14.6
18:14:39, 23.3
18:14:39, 74.4
18:14:39, 54.7
18:14:39, -30
18:14:39, -79.5
18:14:39, -26.8
18:14:39, 72.2
18:14:39, 108
18:14:39, 51.3
18:14:39, -15.6
18:14:39, -2.63
18:14:39, 68.2
18:14:39, 85
18:14:39, 3.43
18:14:39, -79.7
18:14:39, -55.8
18:14:39, 46.7
18:14:39, 108
18:14:39, 73.9
18:14:39, 4.35
18:14:39, -15.5
18:14:39, 29.3
18:14:39, 75.2
18:14:39, 57.2
18:14:39, -4.44
18:14:39, -21.5
18:14:39, 44.3
18:14:39, 120
18:14:39, 113
18:14:39, 39.1
18:14:39, 3.2
18:14:39, 53.2
18:14:39, 109
18:14:39, 75
18:14:39, -19.9
18:14:39, -53.9
18:14:39, 21.3
18:14:39, 118
18:14:39, 124
18:14:39, 34.2
18:14:39, -52.7
18:14:39, -56
18:14:39, -5.21
18:14:39, 9.8
18:14:39, -29.9
18:14:39, -42.4
18:14:39, 37.5
18:14:39, 163
18:14:39, 231
18:14:39, 207
18:14:39, 160
18:14:39, 175
18:14:39, 246
18:14:39, 276
18:14:39, 210
18:14:39, 121
18:14:39, 127
18:14:39, 236
18:14:39, 356
18:14:39, 347
18:14:39, 284
18:14:39, 278
18:14:39, 351
18:14:39, 410
18:14:39, 370
18:14:39, 277
18:14:39, 261
18:14:39, 361
18:14:39, 470
18:14:39, 466
18:14:39, 371
18:14:39, 322
18:14:39, 392
18:14:39, 492
18:14:39, 481
18:14:39, 356
18:14:39, 259
18:14:39, 290
18:14:39, 388
18:14:39, 425
18:14:39, 379
18:14:39, 330
18:14:39, 337
18:14:39, 363
18:14:39, 334
18:14:39, 244
18:14:39, 170
18:14:39, 179
18:14:39, 240
18:14:39, 264
18:14:39, 213
18:14:39, 128
18:14:39, 82.2
18:14:39, 94.5
18:14:39, 100
18:14:39, 34.8
18:14:39, -59
18:14:39, -80.7
18:14:39, -19.1
18:14:39, 27.5
18:14:39, -11.6
18:14:39, -95.1
18:14:39, -140
18:14:39, -126
18:14:39, -116
18:14:39, -173
18:14:39, -275
18:14:39, -325
18:14:39, -272
18:14:39, -183
18:14:39, -165
18:14:39, -234
18:14:39, -292
18:14:39, -264
18:14:39, -194
18:14:39, -196
18:14:39, -292
18:14:39, -376
18:14:39, -348
18:14:39, -243
18:14:39, -181
18:14:39, -219
18:14:39, -298
18:14:39, -297
18:14:39, -243
18:14:39, -230
18:14:39, -300
18:14:39, -377
18:14:39, -362
18:14:39, -269
18:14:39, -205
18:14:39, -239
18:14:39, -312
18:14:39, -327
18:14:39, -268
18:14:39, -222
18:14:39, -263
18:14:39, -350
18:14:39, -367
18:14:39, -274
18:14:39, -161
18:14:39, -140
18:14:39, -204
18:14:39, -256
18:14:39, -233
18:14:39, -175
18:14:39, -170
18:14:39, -231
18:14:39, -274
18:14:39, -225
18:14:39, -129
18:14:39, -88.6
18:14:39, -131
18:14:39, -186
18:14:39, -179
18:14:39, -121
18:14:39, -94.1
18:14:39, -150
18:14:39, -232
18:14:39, -231
18:14:39, -136
18:14:39, -54.8
18:14:39, -81.1
18:14:39, -169
18:14:39, -200
18:14:39, -143
18:14:39, -91.1
18:14:39, -129
18:14:39, -212
18:14:39, -215
18:14:39, -106
18:14:39, 7.53
18:14:39, 11.1
18:14:39, -73.3
18:14:39, -124
18:14:39, -77.7
18:14:39, -8.01
18:14:39, -14.9
18:14:39, -86.9
18:14:39, -120
18:14:39, -58.4
18:14:39, 31.5
18:14:39, 49.1
18:14:39, -15.9
18:14:39, -70.7
18:14:39, -36.8
18:14:40, 31.1
18:14:40, 43.5
18:14:40, -42.1
18:14:40, -122
18:14:40, -87.8
18:14:40, 30.6
18:14:40, 107
18:14:40, 74.5
18:14:40, -5.74
18:14:40, -28.3
18:14:40, 24.7
18:14:40, 62
18:14:40, 5.26
18:14:40, -97.5
18:14:40, -129
18:14:40, -52.5
18:14:40, 47.2
18:14:40, 76.8
18:14:40, 33.6
18:14:40, -10
18:14:40, 0.883
18:14:40, 42.5
18:14:40, 48.3
18:14:40, 1.74
18:14:40, -32.6
18:14:40, 5.48
18:14:40, 77.2
18:14:40, 87.5
18:14:40, 16.9
18:14:40, -46.2
18:14:40, -21.2
18:14:40, 56
18:14:40, 76.5
18:14:40, 5.35
18:14:40, -64.4
18:14:40, -36.3
18:14:40, 57.6
18:14:40, 101
18:14:40, 49.5
18:14:40, -16.2
18:14:40, -2.09
18:14:40, 67.5
18:14:40, 81
18:14:40, -5.96
18:14:40, -102
18:14:40, -88.4
18:14:40, 31.7
18:14:40, 136
18:14:40, 126
18:14:40, 39.9
18:14:40, -1.51
18:14:40, 51.8
18:14:40, 113
18:14:40, 75.4
18:14:40, -36.9
18:14:40, -88
18:14:40, -12.4
18:14:40, 95.4
18:14:40, 106
18:14:40, 14.9
18:14:40, -61.4
18:14:40, -37
18:14:40, 40.5
18:14:40, 56.9
18:14:40, -8.24
18:14:40, -58.1
18:14:40, -5.75
18:14:40, 102
18:14:40, 153
18:14:40, 105
18:14:40, 30
18:14:40, 21.4
18:14:40, 72.5
18:14:40, 87.2
18:14:40, 19.2
18:14:40, -52.7
18:14:40, -28.2
18:14:40, 74.1
18:14:40, 135
18:14:40, 81.1
18:14:40, -23.6
18:14:40, -58.7
18:14:40, 1.46
18:14:40, 59
18:14:40, 28.8
18:14:40, -44.2
18:14:40, -48.5
18:14:40, 42.6
18:14:40, 135
18:14:40, 134
18:14:40, 53
18:14:40, -5.16
18:14:40, 22
18:14:40, 82.1
18:14:40, 76.2
18:14:40, -1.84
18:14:40, -44.2
18:14:40, 20.3
18:14:40, 113
18:14:40, 112
18:14:40, 17.9
18:14:40, -51.4
18:14:40, -21.7
18:14:40, 50.9
18:14:40, 59.8
18:14:40, -17
18:14:40, -89.5
18:14:40, -64.4
18:14:40, 33.7
18:14:40, 88.8
18:14:40, 42.6
18:14:40, -30.7
18:14:40, -23.2
18:14:40, 59.9
18:14:40, 99.9
18:14:40, 22.7
18:14:40, -91.3
