Time, PoorSignal, Attention, Meditation
20:08:29, 0, 14, 63
20:08:30, 0, 16, 56
20:08:31, 0, 20, 54
20:08:32, 0, 27, 69
20:08:33, 0, 24, 67
20:08:34, 0, 21, 63
20:08:35, 0, 29, 61
20:08:36, 0, 30, 60
20:08:37, 0, 37, 69
20:08:38, 0, 43, 75
20:08:39, 0, 34, 64
20:08:40, 0, 34, 63
20:08:41, 0, 38, 63
20:08:42, 0, 53, 48
20:08:43, 0, 66, 56
20:08:44, 0, 66, 43
20:08:45, 0, 67, 34
20:08:46, 0, 48, 35
20:08:47, 0, 38, 35
20:08:48, 0, 35, 40
20:08:49, 0, 13, 26
20:08:50, 0, 30, 30
20:08:51, 0, 34, 23
20:08:52, 0, 27, 37
20:08:53, 0, 41, 48
20:08:54, 0, 27, 37
20:08:55, 0, 38, 47
20:08:56, 0, 44, 47
20:08:57, 0, 43, 50
20:08:58, 0, 35, 60
