Time, PoorSignal, Attention, Meditation
12:27:46, 0, 60, 70
12:27:47, 0, 63, 66
12:27:48, 0, 61, 54
12:27:49, 0, 63, 54
12:27:50, 0, 66, 43
12:27:51, 0, 64, 43
12:27:52, 0, 74, 53
12:27:53, 0, 78, 51
12:27:54, 0, 67, 74
12:27:55, 0, 67, 60
12:27:56, 0, 54, 64
12:27:57, 0, 44, 78
12:27:58, 0, 53, 63
12:27:59, 0, 51, 67
12:28:00, 0, 50, 64
12:28:01, 0, 50, 61
12:28:02, 0, 41, 50
12:28:03, 0, 21, 40
12:28:04, 0, 20, 38
12:28:05, 0, 34, 26
12:28:06, 0, 30, 38
12:28:07, 0, 41, 29
12:28:08, 0, 38, 30
12:28:09, 0, 23, 41
12:28:10, 0, 34, 20
12:28:11, 0, 23, 34
12:28:12, 0, 35, 26
12:28:13, 0, 44, 23
12:28:14, 0, 51, 43
12:28:15, 0, 56, 43
12:28:16, 0, 51, 48
