Time, PoorSignal, Attention, Meditation
17:01:54, 0, 34, 64
17:01:55, 0, 27, 54
17:01:56, 0, 27, 66
17:01:57, 0, 35, 60
17:01:58, 0, 40, 61
17:01:59, 0, 43, 61
17:02:00, 0, 44, 56
17:02:01, 0, 35, 56
17:02:02, 0, 30, 57
17:02:03, 0, 30, 56
17:02:04, 0, 34, 51
17:02:05, 0, 38, 60
17:02:06, 0, 37, 63
17:02:07, 0, 34, 51
17:02:08, 0, 27, 51
17:02:09, 0, 23, 67
17:02:10, 0, 23, 63
17:02:11, 0, 29, 83
17:02:12, 0, 17, 90
17:02:13, 0, 17, 63
17:02:14, 0, 16, 66
17:02:15, 0, 7, 66
17:02:16, 0, 23, 70
17:02:17, 0, 26, 84
17:02:18, 0, 26, 83
17:02:19, 0, 34, 83
17:02:20, 0, 21, 94
17:02:21, 0, 20, 100
17:02:22, 0, 27, 90
17:02:23, 0, 23, 84
