Time, PoorSignal, Attention, Meditation
14:10:44, 0, 40, 48
14:10:45, 0, 40, 54
14:10:46, 0, 35, 50
14:10:47, 0, 29, 44
14:10:48, 0, 37, 34
14:10:49, 0, 44, 35
14:10:50, 0, 43, 34
14:10:51, 0, 51, 34
14:10:52, 0, 50, 38
14:10:53, 0, 48, 38
14:10:54, 0, 56, 47
14:10:55, 0, 51, 60
14:10:56, 0, 37, 57
14:10:57, 0, 44, 60
14:10:58, 0, 43, 50
14:10:59, 0, 47, 47
14:11:00, 0, 48, 61
14:11:01, 0, 43, 61
14:11:02, 0, 50, 60
14:11:03, 0, 47, 64
14:11:04, 0, 50, 54
14:11:05, 0, 53, 47
14:11:06, 0, 51, 38
14:11:07, 0, 44, 29
14:11:08, 0, 60, 23
14:11:09, 0, 56, 26
14:11:10, 0, 56, 30
14:11:11, 0, 63, 43
14:11:12, 0, 40, 43
14:11:13, 0, 43, 38
