Time, PoorSignal, Attention, Meditation
17:05:59, 0, 64, 37
17:06:00, 0, 67, 41
17:06:01, 0, 61, 35
17:06:02, 0, 53, 24
17:06:03, 0, 53, 30
17:06:04, 0, 50, 16
17:06:05, 26, 50, 16
17:06:06, 0, 53, 23
17:06:07, 0, 53, 34
17:06:08, 0, 63, 30
17:06:09, 0, 61, 43
17:06:10, 0, 60, 48
17:06:11, 26, 60, 48
17:06:12, 0, 51, 35
17:06:13, 26, 51, 35
17:06:14, 0, 37, 37
17:06:15, 0, 35, 30
17:06:16, 26, 35, 30
17:06:17, 0, 35, 24
17:06:18, 0, 43, 30
17:06:19, 0, 50, 23
17:06:20, 0, 47, 21
17:06:21, 0, 53, 10
17:06:22, 0, 60, 10
17:06:23, 0, 57, 20
17:06:24, 0, 63, 29
17:06:25, 0, 60, 48
17:06:26, 26, 60, 48
17:06:27, 0, 51, 56
17:06:28, 0, 48, 56
