Time, PoorSignal, Attention, Meditation
21:30:19, 0, 80, 20
21:30:20, 0, 80, 26
21:30:21, 0, 75, 11
21:30:22, 0, 60, 27
21:30:23, 0, 43, 23
21:30:24, 0, 48, 21
21:30:25, 0, 50, 40
21:30:26, 0, 44, 34
21:30:27, 0, 47, 26
21:30:28, 0, 20, 40
21:30:29, 0, 29, 43
21:30:30, 0, 40, 35
21:30:31, 0, 44, 50
21:30:32, 0, 69, 44
21:30:33, 0, 61, 48
21:30:34, 0, 70, 60
21:30:35, 0, 56, 54
21:30:36, 0, 56, 47
21:30:37, 0, 69, 43
21:30:38, 0, 74, 44
21:30:39, 0, 88, 63
21:30:40, 0, 81, 69
21:30:41, 0, 74, 66
21:30:42, 0, 69, 64
21:30:43, 0, 80, 47
21:30:44, 0, 81, 38
21:30:45, 0, 80, 35
21:30:46, 0, 78, 23
21:30:47, 0, 66, 29
21:30:48, 0, 66, 44
21:30:49, 0, 69, 44
