Time, PoorSignal, Attention, Meditation
12:59:38, 0, 56, 75
12:59:39, 0, 60, 77
12:59:40, 0, 57, 88
12:59:41, 0, 56, 88
12:59:42, 0, 57, 100
12:59:43, 0, 67, 100
12:59:44, 0, 53, 100
12:59:45, 0, 54, 100
12:59:46, 0, 56, 100
12:59:47, 0, 60, 93
12:59:48, 0, 67, 84
12:59:49, 0, 63, 84
12:59:50, 0, 60, 70
12:59:51, 0, 60, 77
12:59:52, 0, 60, 69
12:59:53, 0, 60, 60
12:59:54, 0, 61, 80
12:59:55, 0, 41, 88
12:59:56, 0, 50, 90
12:59:57, 0, 48, 91
12:59:58, 0, 47, 80
12:59:59, 0, 61, 67
13:00:00, 0, 48, 84
13:00:01, 0, 51, 93
13:00:02, 0, 41, 88
13:00:03, 0, 43, 94
13:00:04, 0, 43, 88
13:00:05, 0, 48, 84
13:00:06, 0, 69, 91
13:00:07, 0, 66, 91
