Time, Value
12:59:37, 89
12:59:37, 98
12:59:37, 118
12:59:37, 117
12:59:37, 112
12:59:37, 109
12:59:37, 116
12:59:37, 136
12:59:37, 165
12:59:37, 168
12:59:37, 148
12:59:37, 133
12:59:37, 138
12:59:37, 146
12:59:37, 136
12:59:37, 118
12:59:37, 100
12:59:37, 98
12:59:37, 108
12:59:37, 107
12:59:37, 91
12:59:37, 84
12:59:37, 81
12:59:37, 65
12:59:37, 51
12:59:37, 57
12:59:37, 66
12:59:37, 59
12:59:37, 58
12:59:37, 58
12:59:37, 39
12:59:37, 36
12:59:37, 64
12:59:37, 86
12:59:37, 82
12:59:37, 76
12:59:37, 82
12:59:37, 97
12:59:37, 107
12:59:37, 107
12:59:37, 104
12:59:37, 108
12:59:37, 123
12:59:37, 123
12:59:37, 108
12:59:37, 109
12:59:37, 123
12:59:37, 122
12:59:37, 112
12:59:37, 112
12:59:37, 103
12:59:37, 80
12:59:37, 67
12:59:37, 75
12:59:37, 99
12:59:37, 114
12:59:37, 120
12:59:37, 119
12:59:37, 117
12:59:37, 122
12:59:37, 124
12:59:37, 115
12:59:37, 101
12:59:37, 90
12:59:37, 76
12:59:37, 74
12:59:37, 85
12:59:37, 88
12:59:37, 80
12:59:37, 71
12:59:37, 75
12:59:37, 74
12:59:37, 67
12:59:37, 64
12:59:37, 60
12:59:37, 54
12:59:37, 55
12:59:37, 60
12:59:37, 40
12:59:37, 25
12:59:37, 37
12:59:37, 45
12:59:37, 39
12:59:37, 41
12:59:37, 49
12:59:37, 43
12:59:37, 45
12:59:37, 64
12:59:37, 74
12:59:37, 87
12:59:37, 104
12:59:37, 107
12:59:37, 104
12:59:37, 89
12:59:37, 72
12:59:37, 69
12:59:37, 72
12:59:37, 84
12:59:37, 86
12:59:37, 80
12:59:37, 81
12:59:37, 84
12:59:37, 84
12:59:37, 100
12:59:37, 124
12:59:37, 129
12:59:37, 109
12:59:37, 108
12:59:37, 117
12:59:37, 113
12:59:37, 107
12:59:37, 104
12:59:37, 75
12:59:37, 32
12:59:37, 19
12:59:37, 33
12:59:37, 45
12:59:37, 61
12:59:37, 71
12:59:37, 61
12:59:37, 52
12:59:37, 57
12:59:37, 69
12:59:37, 72
12:59:37, 72
12:59:37, 69
12:59:37, 51
12:59:37, 24
12:59:37, 12
12:59:37, 10
12:59:37, 9
12:59:37, 8
12:59:37, 4
12:59:37, 4
12:59:37, 17
12:59:37, 29
12:59:37, 26
12:59:37, 12
12:59:37, 17
12:59:37, 25
12:59:37, 22
12:59:37, 26
12:59:37, 40
12:59:37, 32
12:59:37, 18
12:59:37, 26
12:59:37, 33
12:59:37, 10
12:59:37, 1
12:59:37, 10
12:59:37, 19
12:59:37, 22
12:59:37, 16
12:59:37, 0
12:59:37, -17
12:59:37, -12
12:59:37, -4
12:59:37, -17
12:59:37, -33
12:59:37, -21
12:59:37, -14
12:59:37, -21
12:59:37, -12
12:59:37, -2
12:59:37, 8
12:59:37, 38
12:59:37, 65
12:59:37, 65
12:59:37, 60
12:59:37, 66
12:59:37, 68
12:59:37, 59
12:59:37, 53
12:59:37, 48
12:59:37, 37
12:59:37, 33
12:59:37, 29
12:59:37, 26
12:59:37, 21
12:59:37, 20
12:59:37, 17
12:59:37, 12
12:59:37, 32
12:59:37, 68
12:59:37, 85
12:59:37, 75
12:59:37, 81
12:59:37, 98
12:59:37, 97
12:59:37, 106
12:59:37, 134
12:59:37, 139
12:59:37, 118
12:59:37, 106
12:59:37, 104
12:59:37, 96
12:59:37, 92
12:59:37, 101
12:59:37, 93
12:59:37, 83
12:59:37, 84
12:59:37, 89
12:59:37, 93
12:59:37, 99
12:59:37, 84
12:59:37, 53
12:59:37, 48
12:59:37, 48
12:59:37, 36
12:59:37, 36
12:59:37, 61
12:59:38, 89
12:59:38, 89
12:59:38, 83
12:59:38, 71
12:59:38, 52
12:59:38, 64
12:59:38, 92
12:59:38, 100
12:59:38, 80
12:59:38, 56
12:59:38, 41
12:59:38, 24
12:59:38, 17
12:59:38, 35
12:59:38, 42
12:59:38, 39
12:59:38, 27
12:59:38, 10
12:59:38, -9
12:59:38, -18
12:59:38, -3
12:59:38, 3
12:59:38, -14
12:59:38, -24
12:59:38, -19
12:59:38, -17
12:59:38, -11
12:59:38, -5
12:59:38, -6
12:59:38, -4
12:59:38, 16
12:59:38, 20
12:59:38, 0
12:59:38, -18
12:59:38, -9
12:59:38, 1
12:59:38, 4
12:59:38, 12
12:59:38, 25
12:59:38, 28
12:59:38, 28
12:59:38, 20
12:59:38, 9
12:59:38, 23
12:59:38, 49
12:59:38, 35
12:59:38, 2
12:59:38, -3
12:59:38, -1
12:59:38, -8
12:59:38, -9
12:59:38, 6
12:59:38, 10
12:59:38, -1
12:59:38, 5
12:59:38, 21
12:59:38, 28
12:59:38, 34
12:59:38, 36
12:59:38, 10
12:59:38, -12
12:59:38, -8
12:59:38, 6
12:59:38, 19
12:59:38, 28
12:59:38, 39
12:59:38, 42
12:59:38, 39
12:59:38, 43
12:59:38, 49
12:59:38, 44
12:59:38, 55
12:59:38, 55
12:59:38, 28
12:59:38, 13
12:59:38, 27
12:59:38, 35
12:59:38, 32
12:59:38, 38
12:59:38, 49
12:59:38, 42
12:59:38, 35
12:59:38, 38
12:59:38, 35
12:59:38, 27
12:59:38, 27
12:59:38, 27
12:59:38, 32
12:59:38, 44
12:59:38, 61
12:59:38, 75
12:59:38, 75
12:59:38, 64
12:59:38, 45
12:59:38, 49
12:59:38, 59
12:59:38, 50
12:59:38, 10
12:59:38, -8
12:59:38, 17
12:59:38, 27
12:59:38, 32
12:59:38, 40
12:59:38, 44
12:59:38, 48
12:59:38, 64
12:59:38, 81
12:59:38, 69
12:59:38, 66
12:59:38, 85
12:59:38, 89
12:59:38, 76
12:59:38, 76
12:59:38, 76
