Time, Value
13:33:57, 11.7
13:33:57, -1.07
13:33:57, -10.6
13:33:57, -16.6
13:33:57, -18.2
13:33:57, -12.1
13:33:57, -0.909
13:33:57, 3.83
13:33:57, -2.98
13:33:57, -10.4
13:33:57, -8.6
13:33:57, -3.77
13:33:57, -6.12
13:33:57, -15.3
13:33:57, -24.7
13:33:57, -31.3
13:33:57, -37.3
13:33:57, -43.7
13:33:57, -45.7
13:33:57, -37.4
13:33:57, -19.6
13:33:57, -1.61
13:33:57, 7.53
13:33:57, 6.12
13:33:57, 0.654
13:33:57, -0.825
13:33:57, 4.13
13:33:57, 12
13:33:57, 16.9
13:33:57, 11.7
13:33:57, -7.02
13:33:57, -31.2
13:33:57, -42.3
13:33:57, -31.2
13:33:57, -11.5
13:33:57, -1.89
13:33:57, -3.85
13:33:57, -8.37
13:33:57, -12.5
13:33:57, -14.9
13:33:57, -6.46
13:33:57, 15.5
13:33:57, 35.1
13:33:57, 35.1
13:33:57, 18.4
13:33:57, 0.708
13:33:57, -8.39
13:33:57, -7.52
13:33:57, 1.11
13:33:57, 13.7
13:33:57, 25.9
13:33:57, 33.1
13:33:57, 33.2
13:33:57, 29.2
13:33:57, 24.4
13:33:57, 17.8
13:33:57, 7.52
13:33:57, -4.17
13:33:57, -13.3
13:33:57, -18.2
13:33:57, -20.2
13:33:57, -20.9
13:33:57, -18.9
13:33:57, -12.2
13:33:57, -0.964
13:33:57, 4.27
13:33:57, 2.03
13:33:57, -4.81
13:33:57, -12.7
13:33:57, -19.6
13:33:57, -20.1
13:33:57, -10.1
13:33:57, 3.17
13:33:57, 6.86
13:33:57, -2.6
13:33:57, -17.5
13:33:57, -28.1
13:33:57, -27.9
13:33:57, -13.4
13:33:57, 10.9
13:33:57, 30.5
13:33:57, 32
13:33:57, 16.9
13:33:57, -0.736
13:33:57, -11.9
13:33:57, -19.7
13:33:57, -28.4
13:33:57, -35.2
13:33:57, -36.1
13:33:57, -34.6
13:33:57, -37.5
13:33:57, -44.4
13:33:57, -48.4
13:33:57, -47.4
13:33:57, -45.5
13:33:57, -43.4
13:33:57, -37.1
13:33:57, -27.8
13:33:57, -21.8
13:33:57, -20.9
13:33:57, -18.5
13:33:57, -6.67
13:33:57, 15.9
13:33:57, 37.5
13:33:57, 40.7
13:33:57, 21.6
13:33:57, -1.66
13:33:57, -9.53
13:33:57, -2.75
13:33:57, 2.96
13:33:57, -2.19
13:33:57, -12.8
13:33:57, -18.3
13:33:57, -18
13:33:57, -19.5
13:33:57, -22.8
13:33:57, -18.6
13:33:57, -7.29
13:33:57, -2.71
13:33:57, -12.1
13:33:57, -23.5
13:33:57, -23.2
13:33:57, -14.4
13:33:57, -8.88
13:33:57, -9.51
13:33:57, -10.8
13:33:57, -10
13:33:57, -6.99
13:33:57, -0.327
13:33:57, 12
13:33:57, 20.6
13:33:57, 17.4
13:33:57, 5.08
13:33:57, -5.76
13:33:57, -7.68
13:33:57, -2.75
13:33:57, 1.52
13:33:57, 0.713
13:33:57, -3.75
13:33:57, -10.3
13:33:57, -20.7
13:33:57, -33.4
13:33:57, -39.7
13:33:57, -33.5
13:33:57, -17.4
13:33:57, 1
13:33:57, 14.7
13:33:57, 17.2
13:33:57, 6.75
13:33:57, -7.58
13:33:57, -13.2
13:33:57, -9.38
13:33:57, -8.38
13:33:57, -17.9
13:33:57, -27.3
13:33:57, -22.5
13:33:57, -8.42
13:33:57, -1.6
13:33:57, -3.18
13:33:57, 0.572
13:33:57, 13.1
13:33:57, 21.5
13:33:57, 17.6
13:33:57, 7.53
13:33:57, -0.936
13:33:57, -6.6
13:33:57, -7.35
13:33:57, 1.51
13:33:57, 16.4
13:33:57, 25.9
13:33:57, 26.3
13:33:57, 24.7
13:33:57, 24.3
13:33:57, 22
13:33:57, 19.8
13:33:57, 22.9
13:33:57, 27
13:33:57, 23.6
13:33:57, 15.6
13:33:57, 14.3
13:33:57, 20.5
13:33:57, 22.5
13:33:57, 13.4
13:33:57, 3.16
13:33:57, 5.84
13:33:57, 18.6
13:33:57, 24
13:33:57, 15.3
13:33:57, 5.9
13:33:57, 6.19
13:33:57, 8.44
13:33:57, 1.35
13:33:57, -11
13:33:57, -18.9
13:33:57, -14.9
13:33:57, -4.34
13:33:57, 6.13
13:33:57, 16.9
13:33:57, 28
13:33:57, 34.1
13:33:57, 32.2
13:33:57, 23.2
13:33:57, 7.62
13:33:57, -7.08
13:33:57, -6.65
13:33:57, 8.17
13:33:57, 15.6
13:33:57, 2.66
13:33:57, -16.7
13:33:57, -22.3
13:33:57, -13.8
13:33:57, -5.01
13:33:57, -3.21
13:33:57, -2.78
13:33:57, 2.91
13:33:57, 10.6
13:33:57, 12.3
13:33:57, 8.5
13:33:57, 7.43
13:33:57, 10.7
13:33:57, 10.3
13:33:57, 3.71
13:33:57, 0.853
13:33:57, 8.92
13:33:57, 22.4
13:33:57, 32
13:33:57, 34.2
13:33:57, 30.5
13:33:57, 25.9
13:33:57, 24.4
13:33:57, 24.6
13:33:57, 23.2
13:33:57, 21.8
13:33:57, 22.9
13:33:57, 21.9
13:33:57, 11.8
13:33:57, -2.78
13:33:57, -9.32
13:33:57, -4.53
13:33:57, 1.06
13:33:57, -2.66
13:33:57, -12.7
13:33:57, -17.9
13:33:57, -12.8
13:33:57, -1.72
13:33:57, 9.78
13:33:57, 19.5
13:33:57, 26.6
13:33:57, 30.1
13:33:57, 28.7
13:33:57, 22
13:33:57, 10.9
13:33:57, 0.305
13:33:57, -3.05
13:33:57, 1.15
13:33:57, 5.89
13:33:57, 7.07
13:33:57, 6.08
13:33:57, 3.51
13:33:57, -3.6
13:33:57, -12.5
13:33:57, -12.6
13:33:57, 2.28
13:33:57, 21.2
13:33:57, 24.4
13:33:57, 6.22
13:33:57, -18.9
13:33:57, -34.5
13:33:57, -36.7
13:33:57, -31
13:33:57, -23.9
13:33:57, -21.7
13:33:57, -28.1
13:33:57, -36.1
13:33:57, -31.8
13:33:57, -14.2
13:33:57, 0.746
13:33:57, 3.11
13:33:57, 3.22
13:33:57, 13.8
13:33:57, 28.1
13:33:57, 26.8
13:33:57, 5.05
13:33:57, -16.9
13:33:57, -16.1
13:33:57, 3.45
13:33:57, 15.9
13:33:57, 6.17
13:33:57, -15.2
13:33:57, -28.4
13:33:57, -23.5
13:33:57, -4.84
13:33:57, 14.1
13:33:57, 21.2
13:33:57, 17
13:33:57, 9.82
13:33:57, 4.09
13:33:57, -0.75
13:33:57, -4.97
13:33:57, -8.09
13:33:57, -10.5
13:33:57, -13
13:33:57, -16.2
13:33:57, -21.7
13:33:57, -29.7
13:33:57, -35.2
13:33:57, -29.7
13:33:57, -13.1
13:33:57, 2.93
13:33:57, 9.93
13:33:57, 11.9
13:33:57, 16.3
13:33:57, 23.6
13:33:57, 27
13:33:57, 20
13:33:57, 4.65
13:33:57, -8.14
13:33:57, -10.7
13:33:57, -8.58
13:33:57, -11.8
13:33:57, -18.5
13:33:57, -23.7
13:33:57, -21.2
13:33:57, -12.2
13:33:57, -2.53
13:33:57, -1.66
13:33:57, -10.8
13:33:57, -16.8
13:33:57, -9.49
13:33:57, 4.49
13:33:57, 14.4
13:33:57, 18.8
13:33:57, 20.9
13:33:57, 23.2
13:33:57, 28.2
13:33:57, 36.7
13:33:57, 43.7
13:33:57, 40.6
13:33:57, 23.6
13:33:57, 2.56
13:33:57, -5.54
13:33:57, 2.73
13:33:57, 8.48
13:33:57, -5.05
13:33:57, -25.6
13:33:57, -28.9
13:33:57, -16.6
13:33:57, -11.8
13:33:57, -22.8
13:33:57, -33.7
13:33:57, -29.9
13:33:57, -15.6
13:33:57, -4.04
13:33:57, -1.2
13:33:57, 0.846
13:33:57, 11.9
13:33:57, 28.2
13:33:57, 36.8
13:33:57, 32.9
13:33:57, 24.5
13:33:57, 19.4
13:33:57, 17.5
13:33:57, 16.1
13:33:57, 12.7
13:33:57, 4.63
13:33:57, -6.89
13:33:57, -14.4
13:33:57, -10.8
13:33:57, 2.34
13:33:57, 14.7
13:33:57, 16.3
13:33:57, 7.06
13:33:57, -2.54
13:33:57, -3.33
13:33:57, 1.77
13:33:57, 4.61
13:33:57, 6.04
13:33:57, 13.9
13:33:57, 26.7
13:33:57, 31.7
13:33:57, 23.4
13:33:57, 12.4
13:33:57, 10.6
13:33:57, 16.4
13:33:57, 18.5
13:33:57, 18.8
13:33:57, 16.8
13:33:57, 13
13:33:57, 8.98
13:33:57, 11.2
13:33:57, 21.2
13:33:57, 29.9
13:33:57, 27.7
13:33:57, 15.5
13:33:57, 1.7
13:33:57, -5.07
13:33:57, -0.741
13:33:57, 9.58
13:33:57, 13.2
13:33:57, 2.88
13:33:57, -12.3
13:33:57, -17.9
13:33:57, -12.7
13:33:57, -7.62
13:33:57, -6.6
13:33:57, -3.61
13:33:57, 1.1
13:33:57, -2.79
13:33:57, -18.4
13:33:57, -33.7
13:33:57, -35.1
13:33:57, -23.3
13:33:57, -10.6
13:33:57, -7.29
13:33:57, -14.3
13:33:57, -23.1
13:33:57, -24.1
13:33:57, -14.1
13:33:57, 0.843
13:33:57, 13
13:33:57, 18.6
13:33:57, 18.5
13:33:57, 16.2
13:33:57, 15.2
13:33:57, 15.7
13:33:57, 15.8
13:33:57, 15
13:33:57, 14.3
13:33:57, 11.3
13:33:57, 2.03
13:33:57, -9.61
13:33:57, -13.8
13:33:57, -10.1
13:33:57, -8.11
13:33:57, -11.4
13:33:57, -13.5
13:33:57, -13.6
13:33:57, -18.5
13:33:57, -28.2
13:33:57, -31.2
13:33:57, -19.6
13:33:57, -0.269
13:33:57, 11
13:33:57, 6.32
13:33:57, -7.26
13:33:57, -17.7
13:33:57, -21.3
13:33:57, -24
13:33:57, -30
13:33:57, -34.8
13:33:57, -31.8
13:33:57, -21.6
13:33:57, -13.6
13:33:57, -14.6
13:33:57, -17.5
13:33:57, -8.1
13:33:57, 13.2
13:33:57, 26.4
13:33:57, 15.7
13:33:57, -7.91
13:33:57, -17.3
13:33:57, -3.25
13:33:57, 15.7
13:33:57, 19.8
13:33:57, 12.7
13:33:57, 10.9
13:33:57, 17
13:33:57, 17.7
13:33:57, 6.15
13:33:57, -5.39
13:33:57, -3.41
13:33:57, 6.79
13:33:57, 9.94
13:33:57, 2.45
13:33:57, -4.76
13:33:57, -3.04
13:33:57, 4.12
13:33:57, 10.2
13:33:57, 14.3
13:33:57, 16.7
13:33:57, 16.3
13:33:57, 15.1
13:33:57, 17.8
13:33:57, 25.2
13:33:57, 33.8
13:33:57, 39.8
13:33:57, 40.3
13:33:57, 32.6
13:33:57, 19.4
13:33:57, 9.46
13:33:57, 10.3
13:33:57, 21.5
13:33:57, 35.7
13:33:57, 44.3
13:33:57, 45.8
13:33:57, 47.6
13:33:57, 51.9
13:33:57, 48.8
13:33:57, 34.3
13:33:57, 21.1
13:33:57, 18.1
13:33:57, 16.8
13:33:57, 6.85
13:33:57, -6.16
13:33:57, -9.74
13:33:57, -2.17
13:33:57, 7.59
13:33:57, 12.7
13:33:57, 13
13:33:57, 8.09
13:33:57, -3.47
13:33:57, -17.4
13:33:58, -24
13:33:58, -15.8
13:33:58, -3.43
13:33:58, -1.85
13:33:58, -14.1
13:33:58, -28.7
13:33:58, -35.3
13:33:58, -34
13:33:58, -29.2
13:33:58, -21.1
13:33:58, -9.34
13:33:58, -0.463
13:33:58, -3.86
13:33:58, -19
13:33:58, -31.6
13:33:58, -29.5
13:33:58, -18
13:33:58, -12.8
13:33:58, -20.3
13:33:58, -29.2
13:33:58, -24.8
13:33:58, -7.76
13:33:58, 7.18
13:33:58, 13.5
13:33:58, 22.1
13:33:58, 39.4
13:33:58, 51.8
13:33:58, 47
13:33:58, 34.9
13:33:58, 30.8
13:33:58, 33.9
13:33:58, 35
13:33:58, 31.4
13:33:58, 24.2
13:33:58, 11.6
13:33:58, -3.18
13:33:58, -8.76
13:33:58, 1.92
13:33:58, 20.3
13:33:58, 29
13:33:58, 21.1
13:33:58, 8.01
13:33:58, 2.74
13:33:58, 4.54
13:33:58, 4.9
13:33:58, -0.566
13:33:58, -10.8
13:33:58, -21.4
13:33:58, -23.9
13:33:58, -10.8
13:33:58, 13.8
13:33:58, 34.4
13:33:58, 39.1
13:33:58, 29.8
13:33:58, 17.9
13:33:58, 12.1
13:33:58, 9.33
13:33:58, 2.38
13:33:58, -5.43
13:33:58, -3.17
13:33:58, 10.1
13:33:58, 23.3
13:33:58, 27.9
13:33:58, 24.9
13:33:58, 20.1
13:33:58, 21.5
13:33:58, 29.3
13:33:58, 37.4
13:33:58, 40.3
13:33:58, 37.8
13:33:58, 30.5
13:33:58, 19.5
13:33:58, 9.44
13:33:58, 6.5
13:33:58, 10.4
13:33:58, 13.6
13:33:58, 9.16
13:33:58, -2.05
13:33:58, -13
13:33:58, -16.1
13:33:58, -10
13:33:58, -0.759
13:33:58, 3.09
13:33:58, -2.6
13:33:58, -15.5
13:33:58, -27.1
13:33:58, -28.2
13:33:58, -20.6
13:33:58, -17.9
13:33:58, -27.3
13:33:58, -37.4
13:33:58, -33.7
13:33:58, -18.7
13:33:58, -8.65
13:33:58, -14
13:33:58, -28.7
13:33:58, -38
13:33:58, -35.1
13:33:58, -23.5
13:33:58, -7.66
