Time, PoorSignal, Attention, Meditation
14:28:03, 0, 40, 44
14:28:04, 0, 47, 38
14:28:05, 0, 51, 35
14:28:06, 0, 53, 48
14:28:07, 0, 67, 61
14:28:08, 0, 69, 56
14:28:09, 0, 57, 70
14:28:09, 0, 66, 60
14:28:10, 0, 74, 48
14:28:12, 0, 74, 51
14:28:12, 0, 81, 37
14:28:13, 0, 69, 43
14:28:14, 0, 60, 51
14:28:15, 0, 66, 44
14:28:16, 0, 75, 50
14:28:17, 0, 83, 41
14:28:18, 0, 74, 40
14:28:19, 0, 56, 43
14:28:20, 0, 48, 47
14:28:21, 0, 38, 54
14:28:22, 0, 48, 51
14:28:23, 0, 75, 51
14:28:24, 0, 67, 40
14:28:25, 0, 80, 29
14:28:26, 0, 75, 35
14:28:27, 0, 69, 27
14:28:28, 0, 70, 24
14:28:29, 0, 77, 24
14:28:30, 0, 93, 20
14:28:31, 0, 75, 27
14:28:32, 0, 84, 41
