Time, PoorSignal, Attention, Meditation
14:23:55, 0, 57, 80
14:23:56, 0, 44, 90
14:23:57, 0, 40, 90
14:23:58, 0, 37, 84
14:23:59, 0, 34, 69
14:24:00, 0, 40, 67
14:24:01, 0, 38, 69
14:24:02, 0, 47, 78
14:24:03, 0, 41, 96
14:24:04, 0, 29, 93
14:24:05, 0, 38, 83
14:24:06, 0, 30, 84
14:24:07, 0, 14, 77
14:24:08, 0, 23, 57
14:24:09, 0, 23, 77
14:24:10, 0, 37, 67
14:24:11, 0, 54, 70
14:24:12, 0, 61, 94
14:24:13, 0, 56, 84
14:24:14, 0, 44, 75
14:24:15, 0, 60, 74
14:24:16, 0, 41, 61
14:24:17, 0, 43, 54
14:24:18, 0, 54, 57
14:24:19, 0, 30, 64
14:24:20, 0, 43, 77
14:24:21, 0, 51, 83
14:24:22, 0, 44, 83
14:24:23, 0, 41, 74
14:24:24, 0, 37, 51
