Time, PoorSignal, Attention, Meditation
20:09:34, 0, 40, 100
20:09:35, 0, 60, 100
20:09:36, 0, 48, 90
20:09:37, 0, 50, 81
20:09:38, 0, 38, 78
20:09:39, 0, 26, 77
20:09:40, 0, 26, 91
20:09:41, 0, 44, 74
20:09:42, 0, 51, 75
20:09:43, 0, 60, 75
20:09:44, 0, 53, 70
20:09:45, 0, 50, 87
20:09:46, 0, 53, 75
20:09:47, 0, 53, 83
20:09:48, 0, 74, 70
20:09:49, 0, 61, 81
20:09:50, 0, 63, 87
20:09:51, 0, 50, 78
20:09:52, 0, 40, 74
20:09:53, 0, 48, 57
20:09:54, 0, 38, 51
20:09:55, 0, 48, 57
20:09:56, 0, 51, 74
20:09:57, 0, 56, 75
20:09:58, 0, 50, 94
20:09:59, 0, 54, 94
20:10:00, 0, 54, 80
20:10:01, 0, 44, 81
20:10:02, 0, 51, 70
20:10:03, 0, 43, 70
