Time, PoorSignal, Attention, Meditation
18:51:01, 0, 54, 17
18:51:02, 0, 54, 16
18:51:03, 0, 74, 11
18:51:04, 0, 51, 16
18:51:05, 0, 53, 4
18:51:06, 0, 53, 1
18:51:07, 0, 47, 1
18:51:08, 0, 56, 1
18:51:09, 0, 63, 16
18:51:10, 0, 53, 26
18:51:11, 0, 47, 40
18:51:12, 0, 44, 53
18:51:13, 0, 48, 44
18:51:14, 0, 64, 38
18:51:15, 0, 64, 30
18:51:16, 0, 74, 20
18:51:17, 0, 70, 29
18:51:18, 0, 61, 35
18:51:19, 0, 80, 30
18:51:20, 0, 64, 43
18:51:21, 0, 56, 26
18:51:22, 0, 51, 24
18:51:23, 0, 47, 26
18:51:24, 0, 61, 17
18:51:25, 0, 67, 34
18:51:26, 0, 69, 29
18:51:27, 0, 51, 16
18:51:28, 0, 40, 13
18:51:29, 0, 27, 8
18:51:30, 0, 30, 8
