Time, PoorSignal, Attention, Meditation
16:30:11, 0, 41, 61
16:30:12, 0, 30, 69
16:30:13, 0, 26, 60
16:30:14, 0, 35, 63
16:30:15, 0, 38, 56
16:30:16, 0, 48, 63
16:30:17, 0, 56, 74
16:30:18, 0, 63, 61
16:30:19, 0, 69, 60
16:30:20, 0, 64, 51
16:30:21, 0, 66, 53
16:30:22, 0, 50, 67
16:30:23, 0, 51, 69
16:30:24, 0, 50, 69
16:30:25, 0, 50, 74
16:30:26, 0, 64, 67
16:30:27, 0, 66, 66
16:30:28, 0, 67, 70
16:30:29, 0, 66, 69
16:30:30, 0, 74, 66
16:30:31, 0, 63, 63
16:30:32, 0, 74, 60
16:30:33, 0, 75, 54
16:30:34, 0, 61, 66
16:30:35, 0, 77, 64
16:30:36, 0, 74, 61
16:30:37, 0, 83, 56
16:30:38, 0, 88, 47
16:30:39, 0, 80, 53
16:30:40, 0, 78, 57
16:30:41, 0, 61, 69
