Time, PoorSignal, Attention, Meditation
20:00:09, 0, 38, 11
20:00:10, 0, 37, 11
20:00:11, 0, 26, 20
20:00:12, 0, 40, 14
20:00:13, 0, 63, 29
20:00:14, 0, 53, 50
20:00:15, 0, 69, 70
20:00:16, 0, 63, 74
20:00:17, 0, 66, 84
20:00:18, 0, 80, 67
20:00:19, 0, 80, 66
20:00:20, 0, 75, 77
20:00:21, 0, 40, 48
20:00:22, 0, 43, 41
20:00:23, 0, 43, 23
20:00:24, 0, 37, 21
20:00:25, 0, 54, 51
20:00:26, 0, 35, 47
20:00:27, 0, 29, 50
20:00:28, 0, 48, 53
20:00:29, 0, 56, 43
20:00:30, 0, 54, 37
20:00:31, 0, 60, 44
20:00:32, 0, 47, 53
20:00:33, 0, 50, 63
20:00:34, 0, 63, 84
20:00:35, 0, 56, 97
20:00:36, 0, 60, 87
20:00:37, 0, 63, 81
20:00:38, 0, 67, 81
