Time, PoorSignal, Attention, Meditation
13:44:35, 0, 47, 67
13:44:36, 0, 48, 60
13:44:37, 0, 54, 57
13:44:38, 0, 64, 63
13:44:39, 0, 57, 41
13:44:40, 0, 48, 61
13:44:41, 0, 37, 66
13:44:42, 0, 35, 66
13:44:43, 0, 30, 74
13:44:44, 0, 48, 56
13:44:45, 0, 50, 54
13:44:46, 0, 26, 41
13:44:47, 0, 30, 64
13:44:48, 0, 16, 66
13:44:49, 0, 16, 63
13:44:50, 0, 35, 74
13:44:51, 0, 41, 57
13:44:52, 0, 47, 66
13:44:53, 0, 61, 61
13:44:54, 0, 66, 74
13:44:55, 0, 64, 69
13:44:56, 0, 60, 64
13:44:57, 0, 50, 69
13:44:58, 0, 54, 53
13:44:59, 0, 37, 53
13:45:00, 0, 35, 56
13:45:01, 0, 29, 67
13:45:02, 0, 21, 88
13:45:03, 0, 29, 84
13:45:04, 0, 50, 84
