Time, PoorSignal, Attention, Meditation
18:28:38, 0, 10, 84
18:28:39, 0, 10, 84
18:28:40, 0, 37, 69
18:28:41, 0, 44, 70
18:28:42, 0, 53, 60
18:28:43, 0, 51, 64
18:28:44, 0, 37, 78
18:28:45, 0, 43, 80
18:28:46, 0, 44, 81
18:28:47, 0, 41, 81
18:28:48, 0, 30, 77
18:28:49, 0, 27, 69
18:28:50, 0, 13, 74
18:28:51, 0, 27, 66
18:28:52, 0, 35, 69
18:28:53, 0, 38, 75
18:28:54, 0, 47, 80
18:28:55, 0, 37, 78
18:28:56, 0, 30, 78
18:28:57, 0, 20, 83
18:28:58, 0, 20, 81
18:28:59, 0, 26, 84
18:29:00, 0, 27, 83
18:29:01, 0, 34, 84
18:29:02, 0, 54, 70
18:29:03, 0, 61, 64
18:29:04, 0, 56, 69
18:29:05, 0, 60, 61
18:29:06, 0, 50, 61
18:29:07, 0, 29, 64
