Time, PoorSignal, Attention, Meditation
13:53:41, 0, 67, 56
13:53:42, 0, 64, 56
13:53:43, 0, 50, 56
13:53:44, 0, 21, 44
13:53:45, 0, 3, 47
13:53:46, 0, 8, 35
13:53:47, 0, 24, 38
13:53:48, 0, 54, 47
13:53:49, 0, 75, 51
13:53:50, 0, 75, 60
13:53:51, 0, 66, 64
13:53:52, 0, 66, 60
13:53:53, 0, 74, 54
13:53:54, 0, 70, 60
13:53:55, 0, 63, 44
13:53:56, 0, 47, 41
13:53:57, 0, 44, 41
13:53:58, 0, 56, 41
13:53:59, 0, 63, 44
13:54:00, 0, 70, 61
13:54:01, 0, 64, 66
13:54:02, 0, 48, 53
13:54:03, 0, 54, 56
13:54:04, 0, 50, 48
13:54:05, 0, 35, 41
13:54:06, 0, 26, 50
13:54:07, 0, 29, 47
13:54:08, 0, 30, 44
13:54:09, 0, 53, 47
