Time, PoorSignal, Attention, Meditation
12:29:32, 0, 30, 26
12:29:33, 0, 26, 26
12:29:34, 0, 27, 17
12:29:35, 0, 20, 30
12:29:36, 0, 29, 35
12:29:37, 0, 27, 29
12:29:38, 0, 10, 41
12:29:39, 0, 20, 47
12:29:40, 0, 7, 47
12:29:41, 0, 16, 57
12:29:42, 0, 26, 35
12:29:43, 0, 24, 40
12:29:44, 0, 26, 48
12:29:45, 0, 11, 50
12:29:46, 0, 14, 60
12:29:47, 0, 3, 50
12:29:48, 0, 8, 50
12:29:48, 0, 23, 38
12:29:50, 0, 38, 43
12:29:50, 0, 43, 34
12:29:52, 0, 44, 27
12:29:52, 0, 35, 34
12:29:53, 0, 29, 27
12:29:54, 0, 37, 26
12:29:55, 0, 35, 21
12:29:56, 0, 38, 10
12:29:57, 0, 24, 14
12:29:59, 0, 13, 21
12:29:59, 0, 14, 26
12:30:00, 0, 23, 37
