Time, PoorSignal, Attention, Meditation
20:46:39, 0, 23, 23
20:46:40, 0, 24, 34
20:46:41, 0, 41, 41
20:46:42, 0, 27, 41
20:46:43, 0, 44, 35
20:46:44, 0, 53, 24
20:46:45, 0, 43, 13
20:46:46, 0, 51, 4
20:46:47, 0, 35, 3
20:46:48, 0, 34, 16
20:46:49, 0, 27, 21
20:46:50, 0, 21, 24
20:46:51, 0, 35, 29
20:46:52, 0, 27, 8
20:46:53, 0, 27, 14
20:46:54, 0, 23, 14
20:46:55, 0, 14, 13
20:46:56, 0, 20, 24
20:46:57, 0, 24, 27
20:46:58, 0, 38, 34
20:46:59, 0, 37, 38
20:47:00, 0, 47, 43
20:47:01, 0, 48, 48
20:47:02, 0, 47, 50
20:47:03, 0, 50, 48
20:47:04, 0, 37, 43
20:47:05, 0, 41, 37
20:47:06, 0, 27, 43
20:47:07, 0, 27, 37
20:47:08, 0, 37, 51
