Time, PoorSignal, Attention, Meditation
20:01:46, 0, 80, 17
20:01:47, 0, 81, 21
20:01:48, 0, 64, 35
20:01:49, 0, 63, 29
20:01:50, 0, 66, 34
20:01:51, 0, 44, 26
20:01:52, 0, 47, 13
20:01:53, 0, 47, 13
20:01:54, 0, 51, 20
20:01:55, 0, 81, 23
20:01:56, 0, 87, 26
20:01:57, 0, 90, 27
20:01:58, 0, 93, 26
20:01:59, 0, 87, 20
20:02:00, 0, 91, 27
20:02:01, 0, 90, 29
20:02:02, 0, 100, 26
20:02:03, 0, 90, 38
20:02:04, 0, 74, 38
20:02:05, 0, 69, 41
20:02:06, 0, 47, 51
20:02:07, 0, 48, 51
20:02:08, 0, 50, 47
20:02:09, 0, 47, 40
20:02:10, 0, 70, 34
20:02:11, 0, 87, 24
20:02:12, 0, 100, 23
20:02:13, 0, 100, 30
20:02:14, 0, 87, 41
20:02:15, 0, 56, 44
20:02:16, 0, 57, 50
20:02:17, 0, 43, 43
20:02:18, 0, 51, 35
