Time, PoorSignal, Attention, Meditation
20:54:10, 0, 51, 47
20:54:11, 0, 56, 53
20:54:12, 0, 54, 61
20:54:13, 0, 41, 61
20:54:14, 0, 57, 74
20:54:15, 0, 54, 61
20:54:16, 0, 51, 61
20:54:17, 0, 56, 61
20:54:18, 0, 35, 44
20:54:19, 0, 26, 37
20:54:20, 0, 21, 16
20:54:21, 0, 14, 11
20:54:22, 0, 14, 14
20:54:23, 0, 13, 24
20:54:24, 0, 17, 34
20:54:25, 0, 21, 50
20:54:26, 0, 47, 64
20:54:27, 0, 44, 69
20:54:28, 0, 44, 67
20:54:29, 0, 43, 54
20:54:30, 0, 38, 34
20:54:31, 0, 48, 26
20:54:32, 0, 70, 30
20:54:33, 0, 77, 41
20:54:34, 0, 66, 56
20:54:35, 0, 60, 56
20:54:36, 0, 54, 61
20:54:37, 0, 64, 56
20:54:38, 0, 69, 63
20:54:39, 0, 70, 66
20:54:40, 0, 56, 74
20:54:41, 0, 53, 78
