Time, PoorSignal, Attention, Meditation
18:23:05, 0, 78, 93
18:23:06, 0, 74, 87
18:23:07, 0, 75, 78
18:23:08, 0, 80, 75
18:23:09, 0, 77, 70
18:23:10, 0, 74, 70
18:23:11, 0, 75, 75
18:23:12, 0, 69, 80
18:23:13, 0, 64, 78
18:23:14, 0, 64, 69
18:23:15, 0, 50, 77
18:23:16, 0, 47, 77
18:23:17, 0, 44, 81
18:23:18, 0, 43, 83
18:23:19, 0, 48, 84
18:23:19, 0, 51, 83
18:23:20, 0, 60, 69
18:23:22, 0, 60, 80
18:23:22, 0, 57, 64
18:23:23, 0, 66, 56
18:23:24, 0, 63, 56
18:23:25, 0, 63, 50
18:23:26, 0, 50, 47
18:23:27, 0, 51, 50
18:23:28, 0, 57, 54
18:23:29, 0, 60, 63
18:23:30, 0, 69, 80
18:23:31, 0, 63, 87
18:23:32, 0, 48, 90
18:23:33, 0, 47, 87
18:23:34, 0, 50, 75
