Time, PoorSignal, Attention, Meditation
13:47:41, 0, 83, 51
13:47:42, 0, 78, 53
13:47:43, 0, 78, 51
13:47:44, 0, 70, 47
13:47:45, 0, 66, 50
13:47:46, 0, 61, 51
13:47:47, 0, 64, 51
13:47:48, 0, 67, 57
13:47:49, 0, 63, 51
13:47:50, 0, 64, 53
13:47:51, 0, 54, 57
13:47:52, 0, 48, 64
13:47:53, 0, 54, 80
13:47:54, 0, 47, 69
13:47:55, 0, 48, 60
13:47:56, 0, 40, 60
13:47:57, 0, 35, 63
13:47:58, 0, 44, 80
13:47:59, 0, 34, 96
13:48:00, 0, 44, 90
13:48:01, 0, 40, 96
13:48:02, 0, 37, 91
13:48:03, 0, 41, 90
13:48:04, 0, 35, 100
13:48:05, 0, 48, 87
13:48:06, 0, 44, 90
13:48:07, 0, 57, 84
13:48:08, 0, 66, 74
13:48:09, 0, 61, 77
13:48:10, 0, 69, 64
