Time, PoorSignal, Attention, Meditation
16:56:41, 0, 37, 78
16:56:42, 0, 20, 90
16:56:43, 0, 37, 77
16:56:44, 0, 37, 77
16:56:45, 0, 27, 80
16:56:46, 0, 34, 69
16:56:47, 0, 27, 75
16:56:48, 0, 37, 61
16:56:49, 0, 40, 56
16:56:50, 0, 43, 56
16:56:51, 0, 29, 77
16:56:52, 0, 8, 100
16:56:53, 0, 1, 100
16:56:54, 0, 1, 100
16:56:55, 0, 1, 100
16:56:56, 0, 13, 84
16:56:57, 0, 23, 74
16:56:58, 0, 30, 66
16:56:59, 0, 23, 74
16:57:00, 0, 24, 70
16:57:01, 0, 21, 70
16:57:02, 0, 10, 70
16:57:03, 0, 8, 70
16:57:04, 0, 4, 67
16:57:05, 0, 8, 74
16:57:06, 0, 13, 63
16:57:07, 0, 26, 54
16:57:08, 0, 29, 63
16:57:09, 0, 37, 54
16:57:10, 0, 40, 67
16:57:11, 0, 37, 75
