Time, PoorSignal, Attention, Meditation
13:21:27, 0, 51, 87
13:21:28, 0, 38, 67
13:21:29, 0, 40, 44
13:21:30, 0, 56, 35
13:21:31, 0, 57, 43
13:21:32, 0, 66, 56
13:21:33, 0, 75, 70
13:21:34, 0, 61, 75
13:21:35, 0, 57, 54
13:21:36, 0, 60, 69
13:21:37, 0, 54, 56
13:21:38, 0, 54, 61
13:21:39, 0, 50, 56
13:21:40, 0, 35, 38
13:21:41, 0, 41, 50
13:21:42, 0, 51, 41
13:21:43, 0, 61, 67
13:21:44, 0, 70, 66
13:21:45, 0, 54, 69
13:21:46, 0, 40, 63
13:21:47, 0, 23, 53
13:21:48, 0, 17, 50
13:21:49, 0, 34, 41
13:21:50, 0, 40, 50
13:21:51, 0, 54, 44
13:21:52, 0, 53, 51
13:21:53, 0, 48, 64
13:21:54, 0, 56, 80
13:21:55, 0, 56, 74
13:21:56, 0, 57, 87
13:21:57, 0, 51, 80
