Time, PoorSignal, Attention, Meditation
19:37:26, 0, 77, 51
19:37:27, 0, 75, 54
19:37:28, 0, 69, 53
19:37:29, 0, 91, 40
19:37:30, 0, 81, 51
19:37:31, 0, 81, 48
19:37:32, 0, 80, 44
19:37:33, 0, 67, 54
19:37:34, 0, 74, 50
19:37:35, 0, 69, 48
19:37:36, 0, 80, 47
19:37:37, 0, 84, 40
19:37:38, 0, 81, 41
19:37:39, 0, 70, 48
19:37:40, 0, 75, 53
19:37:41, 0, 69, 53
19:37:42, 0, 60, 41
19:37:43, 0, 74, 43
19:37:44, 0, 75, 41
19:37:45, 0, 78, 47
19:37:46, 0, 83, 56
19:37:47, 0, 88, 54
19:37:48, 0, 84, 57
19:37:49, 0, 70, 53
19:37:50, 0, 80, 35
19:37:51, 0, 66, 29
19:37:52, 0, 63, 40
19:37:53, 0, 77, 44
19:37:54, 0, 87, 64
19:37:55, 0, 97, 67
