Time, PoorSignal, Attention, Meditation
14:36:31, 0, 37, 35
14:36:32, 0, 51, 41
14:36:33, 0, 43, 40
14:36:34, 0, 29, 38
14:36:35, 0, 23, 30
14:36:36, 0, 8, 26
14:36:37, 0, 14, 27
14:36:38, 0, 26, 37
14:36:39, 0, 35, 30
14:36:40, 0, 37, 35
14:36:41, 0, 47, 40
14:36:42, 0, 63, 40
14:36:43, 0, 70, 43
14:36:44, 0, 84, 37
14:36:45, 0, 81, 23
14:36:46, 0, 63, 16
14:36:47, 0, 51, 23
14:36:48, 0, 56, 26
14:36:49, 0, 53, 37
14:36:50, 0, 54, 43
14:36:51, 0, 60, 38
14:36:52, 0, 47, 30
14:36:53, 0, 27, 23
14:36:54, 0, 40, 21
14:36:55, 0, 47, 21
14:36:56, 0, 63, 26
14:36:57, 0, 84, 29
14:36:58, 0, 69, 26
14:36:59, 0, 50, 34
14:37:00, 0, 26, 34
