Time, PoorSignal, Attention, Meditation
15:02:44, 0, 7, 93
15:02:45, 0, 1, 100
15:02:46, 0, 3, 100
15:02:47, 0, 1, 100
15:02:48, 0, 10, 100
15:02:49, 0, 23, 97
15:02:50, 0, 26, 100
15:02:51, 0, 21, 100
15:02:52, 0, 26, 94
15:02:53, 0, 21, 88
15:02:54, 0, 23, 78
15:02:55, 0, 43, 74
15:02:56, 0, 44, 61
15:02:57, 0, 43, 64
15:02:58, 0, 38, 75
15:02:59, 0, 34, 75
15:03:00, 0, 27, 77
15:03:01, 0, 40, 75
15:03:02, 0, 47, 70
15:03:03, 0, 48, 77
15:03:04, 0, 51, 83
15:03:05, 0, 48, 88
15:03:06, 0, 48, 84
15:03:07, 0, 44, 87
15:03:08, 0, 38, 88
15:03:09, 0, 37, 87
15:03:10, 0, 29, 88
15:03:11, 0, 43, 77
15:03:12, 0, 40, 80
15:03:13, 0, 27, 88
15:03:14, 0, 26, 94
