Time, PoorSignal, Attention, Meditation
20:45:59, 0, 61, 51
20:46:00, 0, 67, 60
20:46:01, 0, 57, 66
20:46:02, 0, 61, 50
20:46:03, 0, 37, 47
20:46:04, 0, 23, 38
20:46:05, 0, 29, 20
20:46:06, 0, 37, 14
20:46:07, 0, 38, 20
20:46:08, 0, 51, 13
20:46:09, 0, 57, 27
20:46:10, 0, 56, 37
20:46:11, 0, 70, 23
20:46:12, 0, 67, 29
20:46:13, 0, 69, 14
20:46:14, 0, 69, 13
20:46:15, 0, 56, 7
20:46:16, 0, 51, 1
20:46:17, 0, 38, 1
20:46:18, 0, 30, 1
20:46:19, 0, 43, 10
20:46:20, 0, 44, 24
20:46:21, 0, 51, 35
20:46:22, 0, 48, 40
20:46:23, 0, 43, 37
20:46:24, 0, 50, 37
20:46:25, 0, 47, 51
20:46:26, 0, 51, 40
20:46:27, 0, 53, 40
