Time, PoorSignal, Attention, Meditation
15:06:02, 0, 43, 60
15:06:03, 0, 48, 57
15:06:04, 0, 48, 51
15:06:05, 0, 38, 70
15:06:06, 0, 38, 70
15:06:07, 0, 51, 61
15:06:08, 0, 61, 61
15:06:09, 0, 64, 57
15:06:10, 0, 74, 53
15:06:11, 0, 74, 54
15:06:12, 0, 60, 56
15:06:13, 0, 77, 47
15:06:14, 0, 69, 43
15:06:15, 0, 60, 56
15:06:16, 0, 66, 54
15:06:17, 0, 51, 61
15:06:18, 0, 51, 64
15:06:19, 0, 51, 61
15:06:20, 0, 48, 61
15:06:21, 0, 43, 63
15:06:22, 0, 35, 66
15:06:23, 0, 26, 64
15:06:24, 0, 27, 60
15:06:25, 0, 29, 63
15:06:26, 0, 29, 66
15:06:27, 0, 37, 67
15:06:28, 0, 34, 80
15:06:29, 0, 41, 74
15:06:30, 0, 50, 61
15:06:31, 0, 48, 64
