Time, PoorSignal, Attention, Meditation
17:24:34, 0, 69, 90
17:24:35, 0, 63, 87
17:24:36, 0, 53, 91
17:24:37, 0, 56, 91
17:24:38, 0, 57, 91
17:24:39, 0, 60, 100
17:24:40, 0, 66, 90
17:24:41, 0, 60, 90
17:24:42, 0, 60, 84
17:24:43, 0, 54, 69
17:24:44, 0, 51, 70
17:24:45, 0, 57, 70
17:24:46, 0, 51, 83
17:24:47, 0, 53, 90
17:24:48, 0, 47, 87
17:24:49, 0, 51, 84
17:24:50, 0, 53, 91
17:24:51, 0, 64, 80
17:24:52, 0, 84, 80
17:24:53, 0, 84, 70
17:24:54, 0, 94, 57
17:24:55, 0, 87, 70
17:24:56, 0, 83, 84
17:24:57, 0, 80, 100
17:24:58, 0, 70, 93
17:24:59, 0, 74, 90
17:25:00, 0, 60, 78
17:25:01, 0, 60, 60
17:25:02, 0, 38, 56
17:25:03, 0, 41, 50
17:25:04, 0, 38, 66
