Time, PoorSignal, Attention, Meditation
18:38:19, 0, 43, 44
18:38:20, 0, 47, 51
18:38:21, 0, 47, 48
18:38:22, 0, 50, 35
18:38:23, 0, 47, 23
18:38:24, 0, 53, 24
18:38:25, 0, 40, 29
18:38:26, 0, 38, 44
18:38:27, 0, 35, 53
18:38:28, 0, 35, 54
18:38:29, 0, 29, 51
18:38:30, 0, 27, 61
18:38:31, 0, 30, 57
18:38:32, 0, 40, 56
18:38:33, 0, 54, 70
18:38:34, 0, 57, 78
18:38:35, 0, 63, 84
18:38:36, 0, 41, 94
18:38:37, 0, 38, 84
18:38:38, 0, 43, 80
18:38:39, 0, 35, 69
18:38:40, 0, 44, 61
18:38:41, 0, 54, 67
18:38:42, 0, 41, 51
18:38:43, 0, 35, 41
18:38:44, 0, 26, 56
18:38:45, 0, 35, 47
