Time, PoorSignal, Attention, Meditation
20:32:17, 0, 30, 38
20:32:18, 0, 24, 40
20:32:19, 0, 30, 57
20:32:20, 0, 43, 75
20:32:21, 0, 43, 69
20:32:22, 0, 48, 69
20:32:23, 0, 56, 63
20:32:24, 0, 53, 56
20:32:25, 0, 56, 56
20:32:26, 0, 53, 54
20:32:27, 0, 50, 56
20:32:28, 0, 51, 60
20:32:29, 0, 44, 48
20:32:30, 0, 51, 43
20:32:31, 0, 57, 43
20:32:32, 0, 54, 26
20:32:33, 0, 61, 47
20:32:34, 0, 56, 54
20:32:35, 0, 53, 61
20:32:36, 0, 56, 67
20:32:37, 0, 57, 54
20:32:38, 0, 60, 60
20:32:39, 0, 53, 61
20:32:40, 0, 56, 67
20:32:41, 0, 50, 78
20:32:42, 0, 43, 69
20:32:43, 0, 50, 50
20:32:44, 0, 47, 56
20:32:45, 0, 51, 56
20:32:46, 0, 64, 56
