Time, PoorSignal, Attention, Meditation
18:15:25, 0, 66, 50
18:15:26, 0, 66, 51
18:15:27, 0, 43, 54
18:15:28, 0, 50, 54
18:15:29, 0, 57, 54
18:15:30, 0, 64, 75
18:15:31, 0, 83, 81
18:15:32, 0, 83, 100
18:15:33, 0, 83, 100
18:15:34, 0, 88, 100
18:15:35, 0, 96, 94
18:15:36, 0, 100, 96
18:15:37, 0, 96, 77
18:15:38, 0, 81, 63
18:15:39, 0, 81, 56
18:15:40, 0, 75, 48
18:15:41, 0, 75, 69
18:15:42, 0, 77, 78
18:15:43, 0, 54, 77
18:15:44, 0, 51, 81
18:15:45, 0, 51, 75
18:15:46, 0, 54, 75
18:15:47, 0, 50, 70
18:15:48, 0, 38, 57
18:15:49, 0, 27, 54
18:15:50, 0, 16, 38
18:15:51, 0, 20, 41
18:15:52, 0, 30, 54
18:15:53, 0, 26, 53
