Time, PoorSignal, Attention, Meditation
18:56:02, 0, 48, 60
18:56:03, 0, 50, 51
18:56:04, 0, 48, 64
18:56:05, 0, 40, 70
18:56:06, 0, 35, 78
18:56:07, 0, 38, 78
18:56:08, 0, 38, 80
18:56:09, 0, 51, 77
18:56:10, 0, 43, 67
18:56:11, 0, 38, 63
18:56:12, 0, 35, 57
18:56:13, 0, 41, 53
18:56:14, 0, 43, 54
18:56:15, 0, 47, 57
18:56:16, 0, 48, 47
18:56:17, 0, 27, 53
18:56:18, 0, 34, 56
18:56:19, 0, 38, 56
18:56:20, 0, 38, 56
18:56:21, 0, 43, 63
18:56:22, 0, 38, 60
18:56:23, 0, 35, 63
18:56:24, 0, 37, 80
18:56:25, 0, 38, 64
18:56:26, 0, 37, 74
18:56:27, 0, 41, 66
18:56:28, 0, 30, 77
18:56:29, 0, 23, 87
18:56:30, 0, 35, 78
18:56:31, 0, 29, 91
