Time, PoorSignal, Attention, Meditation
13:32:33, 0, 61, 44
13:32:34, 0, 47, 43
13:32:35, 0, 43, 38
13:32:36, 0, 41, 35
13:32:37, 0, 44, 38
13:32:38, 0, 48, 48
13:32:39, 0, 47, 43
13:32:40, 0, 48, 47
13:32:41, 0, 48, 53
13:32:42, 0, 60, 56
13:32:43, 0, 63, 48
13:32:44, 0, 69, 60
13:32:45, 0, 60, 56
13:32:46, 0, 56, 41
13:32:47, 0, 60, 51
13:32:48, 0, 75, 47
13:32:49, 0, 75, 47
13:32:50, 0, 80, 60
13:32:51, 0, 74, 57
13:32:52, 0, 54, 60
13:32:53, 0, 57, 61
13:32:54, 0, 56, 63
13:32:55, 0, 57, 51
13:32:56, 0, 61, 47
13:32:57, 0, 51, 43
13:32:58, 0, 41, 24
13:32:59, 0, 40, 37
13:33:00, 0, 44, 30
13:33:01, 0, 54, 38
13:33:02, 0, 61, 51
13:33:03, 0, 53, 35
