Time, PoorSignal, Attention, Meditation
13:23:35, 0, 20, 43
13:23:36, 0, 4, 41
13:23:37, 0, 30, 34
13:23:38, 0, 40, 43
13:23:39, 0, 34, 53
13:23:40, 0, 57, 54
13:23:41, 0, 29, 57
13:23:42, 0, 27, 57
13:23:43, 0, 29, 47
13:23:44, 0, 29, 54
13:23:45, 0, 43, 44
13:23:46, 0, 40, 34
13:23:47, 0, 34, 37
13:23:48, 0, 17, 38
13:23:49, 0, 17, 54
13:23:50, 0, 23, 75
13:23:51, 0, 17, 75
13:23:52, 0, 21, 74
13:23:53, 0, 16, 61
13:23:54, 0, 3, 50
13:23:55, 0, 7, 43
13:23:56, 0, 7, 44
13:23:57, 0, 20, 60
13:23:58, 0, 37, 69
13:23:59, 0, 35, 74
13:24:00, 0, 57, 63
13:24:01, 0, 53, 60
13:24:02, 0, 47, 61
13:24:03, 0, 44, 63
13:24:04, 0, 23, 64
13:24:05, 0, 16, 61
