Time, PoorSignal, Attention, Meditation
13:30:36, 0, 64, 67
13:30:37, 0, 64, 51
13:30:38, 0, 67, 51
13:30:39, 0, 60, 38
13:30:40, 0, 60, 35
13:30:41, 0, 61, 34
13:30:42, 0, 60, 35
13:30:43, 0, 54, 48
13:30:44, 0, 50, 56
13:30:45, 0, 41, 57
13:30:46, 0, 30, 43
13:30:47, 0, 35, 37
13:30:48, 0, 41, 35
13:30:49, 0, 56, 23
13:30:50, 0, 60, 23
13:30:51, 0, 64, 30
13:30:52, 0, 63, 34
13:30:53, 0, 63, 41
13:30:54, 0, 64, 44
13:30:55, 0, 70, 34
13:30:56, 0, 67, 35
13:30:57, 0, 60, 41
13:30:58, 0, 56, 41
13:30:59, 0, 54, 50
13:31:00, 0, 61, 43
13:31:01, 0, 66, 37
13:31:02, 0, 75, 40
13:31:03, 0, 56, 27
13:31:04, 0, 61, 29
13:31:05, 0, 60, 40
13:31:06, 0, 56, 48
