Time, PoorSignal, Attention, Meditation
17:32:49, 0, 30, 84
17:32:50, 0, 40, 74
17:32:51, 0, 43, 74
17:32:52, 0, 48, 69
17:32:53, 0, 34, 69
17:32:54, 0, 20, 70
17:32:55, 0, 23, 74
17:32:56, 0, 24, 83
17:32:57, 0, 26, 96
17:32:58, 0, 38, 100
17:32:59, 0, 29, 100
17:33:00, 0, 38, 100
17:33:01, 0, 47, 100
17:33:02, 0, 54, 83
17:33:03, 0, 61, 70
17:33:04, 0, 63, 66
17:33:05, 0, 70, 57
17:33:06, 0, 61, 57
17:33:07, 0, 84, 44
17:33:08, 0, 81, 50
17:33:09, 0, 84, 60
17:33:10, 0, 84, 66
17:33:11, 0, 84, 61
17:33:12, 0, 83, 66
17:33:13, 0, 78, 64
17:33:14, 0, 88, 64
17:33:15, 0, 75, 75
17:33:16, 0, 77, 69
17:33:17, 0, 81, 61
17:33:18, 0, 81, 60
17:33:19, 0, 83, 66
