Time, PoorSignal, Attention, Meditation
15:28:02, 0, 53, 50
15:28:03, 0, 40, 34
15:28:04, 0, 43, 26
15:28:04, 0, 48, 35
15:28:05, 0, 47, 41
15:28:07, 0, 57, 56
15:28:07, 0, 44, 44
15:28:08, 0, 51, 50
15:28:10, 0, 57, 44
15:28:10, 0, 60, 40
15:28:11, 0, 61, 63
15:28:12, 0, 60, 54
15:28:13, 0, 43, 56
15:28:14, 0, 43, 43
15:28:15, 0, 43, 34
15:28:16, 0, 40, 43
15:28:17, 0, 44, 41
15:28:18, 0, 41, 48
15:28:19, 0, 29, 44
15:28:20, 0, 20, 37
15:28:21, 0, 21, 37
15:28:22, 0, 29, 47
15:28:23, 0, 57, 47
15:28:24, 0, 70, 54
15:28:25, 0, 61, 54
15:28:26, 0, 44, 41
15:28:27, 0, 24, 40
15:28:28, 0, 16, 43
15:28:29, 0, 27, 35
