Time, PoorSignal, Attention, Meditation
13:37:45, 0, 41, 24
13:37:46, 0, 29, 34
13:37:47, 0, 51, 40
13:37:48, 0, 63, 38
13:37:49, 0, 66, 38
13:37:50, 0, 80, 20
13:37:51, 0, 78, 13
13:37:52, 0, 64, 16
13:37:53, 0, 69, 17
13:37:54, 0, 74, 29
13:37:55, 0, 61, 37
13:37:56, 0, 64, 41
13:37:57, 0, 66, 51
13:37:58, 0, 54, 48
13:37:59, 0, 60, 47
13:38:00, 0, 63, 34
13:38:01, 0, 63, 30
13:38:02, 0, 69, 29
13:38:03, 0, 63, 23
13:38:04, 0, 51, 24
13:38:05, 0, 41, 23
13:38:06, 0, 40, 24
13:38:07, 0, 50, 30
13:38:08, 0, 57, 37
13:38:09, 0, 77, 34
13:38:10, 0, 69, 30
13:38:11, 0, 51, 21
13:38:12, 0, 64, 21
13:38:13, 0, 57, 27
13:38:14, 0, 63, 37
