Time, PoorSignal, Attention, Meditation
15:26:21, 0, 48, 60
15:26:22, 0, 53, 50
15:26:23, 0, 51, 44
15:26:24, 0, 67, 35
15:26:25, 0, 75, 29
15:26:26, 0, 83, 41
15:26:27, 0, 83, 44
15:26:28, 0, 60, 54
15:26:29, 0, 40, 53
15:26:30, 0, 30, 51
15:26:31, 0, 24, 66
15:26:32, 0, 29, 63
15:26:33, 0, 44, 63
15:26:34, 0, 40, 60
15:26:35, 0, 44, 43
15:26:36, 0, 53, 40
15:26:37, 0, 53, 41
15:26:38, 26, 53, 41
15:26:39, 0, 63, 38
15:26:40, 0, 50, 53
15:26:41, 0, 41, 53
15:26:42, 0, 35, 50
15:26:43, 0, 34, 56
15:26:44, 0, 41, 50
15:26:45, 0, 43, 48
15:26:46, 0, 60, 41
15:26:47, 0, 48, 34
15:26:48, 0, 40, 17
15:26:49, 0, 34, 14
15:26:50, 0, 13, 11
