Time, Value
14:03:31, 96
14:03:32, 80
14:03:33, 60
14:03:34, 50
14:03:35, 38
14:03:36, 53
14:03:37, 60
14:03:38, 61
14:03:39, 63
14:03:40, 56
14:03:41, 48
14:03:42, 40
14:03:43, 26
14:03:44, 26
14:03:45, 26
14:03:46, 27
14:03:47, 41
14:03:48, 47
14:03:49, 50
14:03:50, 43
14:03:51, 48
14:03:52, 47
14:03:53, 53
14:03:54, 48
14:03:55, 38
14:03:56, 35
14:03:57, 26
14:03:58, 29
14:03:59, 27
14:04:00, 37
14:04:01, 30
14:04:02, 40
14:04:03, 41
14:04:04, 37
14:04:05, 51
14:04:06, 54
14:04:07, 51
14:04:08, 51
14:04:09, 40
14:04:10, 24
14:04:11, 34
14:04:12, 38
14:04:13, 40
14:04:14, 51
14:04:15, 56
14:04:16, 51
14:04:17, 60
14:04:18, 61
14:04:19, 56
14:04:20, 48
14:04:21, 37
14:04:22, 26
14:04:23, 27
14:04:24, 24
14:04:25, 29
14:04:26, 24
14:04:27, 13
14:04:28, 16
14:04:29, 10
14:04:30, 17
14:04:31, 35
14:04:32, 40
14:04:33, 40
