Time, PoorSignal, Attention, Meditation
12:15:46, 0, 78, 57
12:15:47, 0, 90, 51
12:15:48, 0, 80, 54
12:15:49, 0, 75, 40
12:15:50, 0, 69, 43
12:15:51, 0, 70, 50
12:15:52, 0, 81, 48
12:15:53, 0, 81, 56
12:15:54, 0, 84, 56
12:15:55, 0, 84, 60
12:15:56, 0, 87, 47
12:15:57, 0, 90, 47
12:15:58, 0, 83, 51
12:15:59, 0, 81, 50
12:16:00, 0, 74, 63
12:16:01, 0, 74, 48
12:16:02, 0, 70, 48
12:16:03, 0, 74, 44
12:16:04, 0, 75, 44
12:16:05, 0, 78, 60
12:16:06, 0, 80, 56
12:16:07, 0, 77, 64
12:16:08, 0, 77, 63
12:16:09, 0, 70, 57
12:16:10, 0, 83, 51
12:16:11, 0, 80, 44
12:16:12, 0, 83, 47
12:16:13, 0, 90, 44
12:16:14, 0, 78, 48
12:16:15, 0, 88, 43
12:16:16, 0, 88, 47
12:16:17, 0, 77, 67
12:16:18, 0, 67, 83
12:16:19, 0, 57, 90
