Time, PoorSignal, Attention, Meditation
19:59:49, 0, 26, 69
19:59:50, 0, 30, 78
19:59:51, 0, 27, 84
19:59:52, 0, 23, 75
19:59:53, 0, 26, 88
19:59:54, 0, 24, 70
19:59:55, 0, 34, 63
19:59:56, 0, 48, 67
19:59:56, 0, 61, 54
19:59:58, 0, 63, 78
19:59:58, 0, 60, 87
19:59:59, 0, 41, 83
20:00:00, 0, 38, 87
20:00:01, 0, 54, 77
20:00:03, 0, 54, 67
20:00:03, 0, 56, 74
20:00:04, 0, 54, 77
20:00:05, 0, 41, 83
20:00:06, 0, 47, 84
20:00:07, 0, 50, 88
20:00:09, 0, 43, 83
20:00:09, 0, 48, 77
20:00:10, 0, 41, 67
20:00:11, 0, 43, 57
20:00:12, 0, 56, 54
20:00:13, 0, 53, 53
20:00:14, 0, 64, 67
20:00:15, 0, 70, 67
20:00:16, 0, 51, 56
20:00:17, 0, 48, 47
20:00:18, 0, 30, 41
