Time, PoorSignal, Attention, Meditation
13:46:25, 0, 43, 84
13:46:26, 0, 47, 88
13:46:27, 0, 34, 93
13:46:28, 0, 37, 90
13:46:29, 0, 37, 87
13:46:30, 0, 30, 75
13:46:31, 0, 48, 67
13:46:32, 0, 41, 67
13:46:33, 0, 43, 57
13:46:34, 0, 40, 69
13:46:35, 0, 34, 74
13:46:36, 0, 50, 70
13:46:37, 0, 48, 83
13:46:38, 0, 47, 83
13:46:39, 0, 43, 84
13:46:40, 0, 20, 97
13:46:41, 0, 11, 100
13:46:42, 0, 17, 96
13:46:43, 0, 17, 100
13:46:44, 0, 29, 94
13:46:45, 0, 40, 81
13:46:46, 0, 26, 80
13:46:47, 0, 27, 70
13:46:48, 0, 35, 70
13:46:49, 0, 27, 84
13:46:50, 0, 30, 93
13:46:51, 0, 27, 100
13:46:52, 0, 14, 100
13:46:53, 0, 21, 96
13:46:54, 0, 41, 78
13:46:55, 0, 41, 54
