Time, PoorSignal, Attention, Meditation
16:32:25, 0, 51, 54
16:32:26, 0, 50, 51
16:32:27, 0, 60, 56
16:32:28, 0, 54, 61
16:32:29, 0, 60, 64
16:32:30, 0, 64, 69
16:32:31, 0, 66, 69
16:32:32, 0, 70, 66
16:32:33, 0, 70, 69
16:32:34, 0, 70, 77
16:32:35, 0, 66, 77
16:32:36, 0, 47, 74
16:32:37, 0, 47, 69
16:32:38, 0, 53, 63
16:32:39, 0, 54, 64
16:32:40, 0, 69, 54
16:32:41, 0, 75, 57
16:32:42, 0, 75, 44
16:32:43, 0, 67, 48
16:32:44, 0, 60, 51
16:32:45, 0, 56, 44
16:32:46, 0, 50, 64
16:32:47, 0, 54, 56
16:32:48, 0, 67, 61
16:32:49, 0, 75, 66
16:32:50, 0, 70, 64
16:32:51, 0, 63, 51
16:32:52, 0, 56, 61
16:32:53, 0, 53, 43
16:32:54, 0, 61, 41
